#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,1.9,2.1,10.0,1008.7,0.0,0.0,994.4,0.0,100.0,0.6,99.0,5.2,7.9,189.0,191.0,S,S,-2.5,0.0,rain
2,2003-01-01 01:00,1.0,1.2,10.0,1009.4,0.0,0.0,995.0,0.0,100.0,0.9,99.0,4.6,7.2,187.0,190.0,S,S,-3.3,0.0,freezing rain
3,2003-01-01 02:00,-1.6,-0.9,0.0,1010.4,0.0,0.0,996.0,0.0,100.0,1.2,95.0,3.9,6.1,177.0,181.0,S,S,-5.4,0.0,freezing rain
4,2003-01-01 03:00,-1.8,-1.2,0.0,1011.2,0.0,0.1,996.7,0.0,100.0,1.1,96.0,3.8,5.7,157.0,162.0,SE,S,-5.6,0.0,freezing rain
5,2003-01-01 04:00,-2.0,-1.1,0.0,1012.1,0.0,0.7,997.6,0.0,100.0,0.9,94.0,3.9,5.9,146.0,149.0,SE,SE,-5.6,0.0,snow
6,2003-01-01 05:00,-3.5,-2.4,0.0,1013.0,0.0,0.7,998.4,0.0,100.0,0.7,92.0,3.8,5.8,143.0,145.0,SE,SE,-7.2,0.0,snow
7,2003-01-01 06:00,-3.6,-2.4,0.0,1014.7,0.0,0.5,1000.1,0.0,100.0,0.5,91.0,3.5,5.1,139.0,141.0,SE,SE,-6.9,0.0,snow
8,2003-01-01 07:00,-3.6,-2.3,10.0,1016.0,0.0,0.3,1001.4,3.0,100.0,0.3,91.0,3.2,4.6,132.0,133.0,SE,SE,-6.5,0.0,snow
9,2003-01-01 08:00,-4.8,-2.9,10.0,1017.2,0.0,0.2,1002.6,22.0,100.0,0.2,87.0,2.8,3.9,130.0,131.0,SE,SE,-6.9,0.0,snow
10,2003-01-01 09:00,-5.1,-3.1,10.0,1017.9,0.0,0.1,1003.3,40.0,100.0,0.1,86.0,2.2,2.9,130.0,130.0,SE,SE,-6.3,0.0,snow
11,2003-01-01 10:00,-4.1,-2.1,0.0,1018.6,0.0,0.1,1003.9,66.0,100.0,0.1,86.0,1.6,2.0,137.0,138.0,SE,SE,-4.3,1.0,snow
12,2003-01-01 11:00,-3.8,-1.9,0.0,1018.5,0.0,0.0,1003.9,76.0,100.0,0.0,86.0,0.4,0.4,136.0,140.0,SE,SE,-0.8,1.0,snow
13,2003-01-01 12:00,-3.7,-1.6,0.0,1018.5,0.0,0.0,1003.9,84.0,100.0,0.0,86.0,0.6,0.9,319.0,314.0,NW,NW,-1.6,1.0,snow
14,2003-01-01 13:00,-3.7,-1.3,0.0,1018.9,0.0,0.0,1004.4,62.0,100.0,0.0,83.0,1.1,1.6,319.0,317.0,NW,NW,-2.5,1.0,snow
15,2003-01-01 14:00,-3.8,-1.2,0.0,1019.4,0.0,0.0,1004.8,37.0,100.0,0.0,83.0,1.6,2.2,312.0,312.0,NW,NW,-3.3,1.0,snow
16,2003-01-01 15:00,-4.0,-0.9,0.0,1019.4,0.0,0.0,1004.8,13.0,97.0,0.0,80.0,2.1,3.0,307.0,309.0,NW,NW,-3.7,0.0,snow
17,2003-01-01 16:00,-3.8,-0.7,0.0,1019.4,0.0,0.0,1004.9,0.0,96.0,0.0,79.0,2.7,4.0,306.0,307.0,NW,NW,-4.0,0.0,snow
18,2003-01-01 17:00,-3.6,-1.2,0.0,1019.4,0.0,0.0,1004.9,0.0,66.0,0.0,83.0,2.7,4.7,307.0,309.0,NW,NW,-4.6,0.0,snow
19,2003-01-01 18:00,-3.9,-1.1,0.0,1019.6,0.0,0.0,1005.1,0.0,53.0,0.0,81.0,2.9,5.1,307.0,311.0,NW,NW,-4.7,0.0,snow
20,2003-01-01 19:00,-3.9,-1.5,0.0,1019.2,0.0,0.0,1004.6,0.0,32.0,0.0,84.0,3.0,5.8,311.0,314.0,NW,NW,-5.3,0.0,no precipitation
