#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KLAX,01/01/1961,68.0,35.0,999999,999999,0.00,999999,999999,999999,999999
2,KLAX,01/02/1961,68.0,41.0,999999,999999,0.00,999999,999999,999999,999999
3,KLAX,01/03/1961,72.0,33.0,999999,999999,0.00,999999,999999,999999,999999
4,KLAX,01/04/1961,78.0,45.0,999999,999999,0.00,999999,999999,999999,999999
5,KLAX,01/05/1961,77.0,36.0,999999,999999,0.00,999999,999999,999999,999999
6,KLAX,01/06/1961,78.0,35.0,999999,999999,0.00,999999,999999,999999,999999
7,KLAX,01/07/1961,79.0,35.0,999999,999999,0.00,999999,999999,999999,999999
8,KLAX,01/08/1961,80.0,35.0,999999,999999,0.00,999999,999999,999999,999999
9,KLAX,01/09/1961,83.0,37.0,999999,999999,0.00,999999,999999,999999,999999
10,KLAX,01/10/1961,82.0,38.0,999999,999999,0.00,999999,999999,999999,999999
