#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KATL,01/01/1961,53.0,34.0,999999,999999,0.01,999999,999999,999999,999999
2,KATL,01/02/1961,44.0,26.0,999999,999999,0.00,999999,999999,999999,999999
3,KATL,01/03/1961,42.0,26.0,999999,999999,0.00,999999,999999,999999,999999
4,KATL,01/04/1961,52.0,26.0,999999,999999,0.00,999999,999999,999999,999999
5,KATL,01/05/1961,52.0,28.0,999999,999999,0.00,999999,999999,999999,999999
6,KATL,01/06/1961,58.0,29.0,999999,999999,0.00,999999,999999,999999,999999
7,KATL,01/07/1961,55.0,33.0,999999,999999,0.00,999999,999999,999999,999999
8,KATL,01/08/1961,49.0,32.0,999999,999999,0.00,999999,999999,999999,999999
9,KATL,01/09/1961,50.0,24.0,999999,999999,0.00,999999,999999,999999,999999
10,KATL,01/10/1961,50.0,27.0,999999,999999,0.00,999999,999999,999999,999999
