#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2001,01:00:00,NA
2,01.01.2001,02:00:00,NA
3,01.01.2001,03:00:00,NA
4,01.01.2001,04:00:00,NA
5,01.01.2001,05:00:00,NA
6,01.01.2001,06:00:00,NA
7,01.01.2001,07:00:00,NA
8,01.01.2001,08:00:00,NA
9,01.01.2001,09:00:00,NA
10,01.01.2001,10:00:00,NA
11,01.01.2001,11:00:00,NA
12,01.01.2001,12:00:00,NA
13,01.01.2001,13:00:00,NA
14,01.01.2001,14:00:00,1.4933
15,01.01.2001,15:00:00,NA
16,01.01.2001,16:00:00,NA
17,01.01.2001,17:00:00,NA
18,01.01.2001,18:00:00,NA
19,01.01.2001,19:00:00,1.4947
20,01.01.2001,20:00:00,1.494
21,01.01.2001,21:00:00,1.4955
22,01.01.2001,22:00:00,1.4959
23,01.01.2001,23:00:00,1.4962
24,02.01.2001,00:00:00,1.4963
25,02.01.2001,01:00:00,1.49525
26,02.01.2001,02:00:00,1.49565
27,02.01.2001,03:00:00,1.4959
28,02.01.2001,04:00:00,1.4959
29,02.01.2001,05:00:00,1.4954
30,02.01.2001,06:00:00,1.4949
31,02.01.2001,07:00:00,1.49515
32,02.01.2001,08:00:00,1.49385
33,02.01.2001,09:00:00,1.4933
34,02.01.2001,10:00:00,1.49365
35,02.01.2001,11:00:00,1.4893
36,02.01.2001,12:00:00,1.4908
37,02.01.2001,13:00:00,1.4909
38,02.01.2001,14:00:00,1.4909
39,02.01.2001,15:00:00,1.4919
40,02.01.2001,16:00:00,1.4956
41,02.01.2001,17:00:00,1.498
42,02.01.2001,18:00:00,1.4987
43,02.01.2001,19:00:00,1.49995
44,02.01.2001,20:00:00,1.4995
45,02.01.2001,21:00:00,1.5001
46,02.01.2001,22:00:00,1.5035
47,02.01.2001,23:00:00,1.5023
48,03.01.2001,00:00:00,1.5015
49,03.01.2001,01:00:00,1.5016
50,03.01.2001,02:00:00,1.50255
51,03.01.2001,03:00:00,1.5028
52,03.01.2001,04:00:00,1.50245
53,03.01.2001,05:00:00,1.5027
54,03.01.2001,06:00:00,1.5025
55,03.01.2001,07:00:00,1.50275
56,03.01.2001,08:00:00,1.50045
57,03.01.2001,09:00:00,1.50415
58,03.01.2001,10:00:00,1.504
59,03.01.2001,11:00:00,1.50585
60,03.01.2001,12:00:00,1.50585
61,03.01.2001,13:00:00,1.5073
62,03.01.2001,14:00:00,1.5065
63,03.01.2001,15:00:00,1.50555
64,03.01.2001,16:00:00,1.50485
65,03.01.2001,17:00:00,1.50485
66,03.01.2001,18:00:00,1.5044
67,03.01.2001,19:00:00,1.4931
68,03.01.2001,20:00:00,1.4925
69,03.01.2001,21:00:00,1.4901
70,03.01.2001,22:00:00,1.4885
71,03.01.2001,23:00:00,1.4903
72,04.01.2001,00:00:00,1.4891
73,04.01.2001,01:00:00,1.4907
74,04.01.2001,02:00:00,1.49035
75,04.01.2001,03:00:00,1.49075
76,04.01.2001,04:00:00,1.4907
77,04.01.2001,05:00:00,1.4898
78,04.01.2001,06:00:00,1.4893
79,04.01.2001,07:00:00,1.49095
80,04.01.2001,08:00:00,1.5017
81,04.01.2001,09:00:00,1.50135
82,04.01.2001,10:00:00,1.5014
83,04.01.2001,11:00:00,1.5029
84,04.01.2001,12:00:00,1.49695
85,04.01.2001,13:00:00,1.49585
86,04.01.2001,14:00:00,1.4957
87,04.01.2001,15:00:00,1.4977
88,04.01.2001,16:00:00,1.49325
89,04.01.2001,17:00:00,1.4937
90,04.01.2001,18:00:00,1.49705
91,04.01.2001,19:00:00,1.4986
92,04.01.2001,20:00:00,1.5007
93,04.01.2001,21:00:00,1.50165
94,04.01.2001,22:00:00,1.5011
95,04.01.2001,23:00:00,1.5019
96,05.01.2001,00:00:00,1.502
97,05.01.2001,01:00:00,1.50225
98,05.01.2001,02:00:00,1.5024
99,05.01.2001,03:00:00,1.5027
