#,Store_ID,Store_Name,Metro_City,Invoice_ID,Bill_date,Date,Month,Week,Hour,Barcode,Local_Item_Code,Item_Description,Centralized_Description,Brand,Manufacturer_Name,Category,Sub_Category,Quantity,Selling_Price,Total_Amount,MRP,Bill_Amount,Loose_Item_Flag,is_credit,Pincode,State,Zone,Market_Cap,Payment_Mode,Payment_Type
1,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030606304,,SURF EXCLE QUICK WASH 500G FREE SERF EXCLE BAR 95G,SURF EXCEL QUICKWASHDETERGENTPOWDER-XTRACLEANPARTICLES 500 GM,SURF EXCEL,HINDUSTAN UNILEVER LTD,DETERGENT POWDERS,,1,100,100,100,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
2,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030641633,,ACTIVE WHEEL 2 IN1 CLEAN & FRESH WASHING POWDER 1KG(25PCS),WHEEL GREEN LEMON & JASMINE DETERGENT POWDER 1 KG,WHEEL,HINDUSTAN UNILEVER LTD,DETERGENT POWDERS,,1,44,44,44,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
3,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901396228004,,AIRWICK FRSHMTC SUMMER DELIGHT RFL 250ML,AIRWICK FRESHMATIC REFILL LIFE SCENTS SUMMER DELIGHTS - 250 ML,AIR WICK,RECKITT BENCKISER INDIA PVT LTD,SPRAY,REFILL,1,299,299,299,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
4,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8903622037336,,MAMY POKO PANTS LARGE SIZE DIAPERS- 13 COUNT,MAMYPOKO EXTRA ABSORB PANTS DIAPERS - LARGE 12 PCS,MAMY POKO,UNICHARM INDIA PVT LTD,BABY DIAPERS & WIPES,DIAPERS,1,195,195,195,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
5,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901157025033,,HIT FLYING INSECT SPECIALIST PESTICIDES / INSECTICIDES 250 ML BTL,HIT BLACK 200 ML,HIT,GODREJ CONSUMER PRODUCTS LTD,MOSQUITO & OTHER INSECT REPELLANTS,SPRAY,1,98,98,98,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
6,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901108136047,,D-4 NIRMA DETERGENT POWDER 500 G $,NIRMA YELLOW WASHING POWDER 500 G,NIRMA,NIRMA LTD,DETERGENT POWDERS,,1,22,22,22,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
7,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030661402,,SURF EXCEL 500ML PBT MATIC LIQUD TOP LOAD RMV TOGH STAN IN MCH+RS31OFF,SURF EXCEL MATIC LIQUID TOP LOAD 500ML,SURF EXCEL,HINDUSTAN UNILEVER LTD,DETERGENT LIQUIDS,TOP LOAD,1,99,99,99,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
8,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901023017131,,GODREJ GOOD KNIGHT POWER ACTIVE + 2 LIQUID REFILL PACK BOX.,,,,,,1,144,144,144,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
9,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8903622176004,,MAMY POKO PANTS 5N PPH EXTRA ABSORB UPTO 12H ABSRPTN XL 12-17KG CRISOR,ECO FRESH LOOFAH 49RS,MAMY POKO,UNICHARM INDIA PVT LTD,BATH ACCESSORIES,LOOFAH,1,99,99,99,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
10,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901108102066,,NIRMA 220 GM PLWRP SUPER DETERGENT CAKE,NIRMA SUPER DETERGENT CAKE 220 GM PLWRP,NIRMA,NIRMA LTD,DETERGENT BARS,,1,10,10,10,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
11,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030661426,,SURF EXCEL 500ML PBT 2X DETERGENT LIQ REMV STNS BTR THN PWDR+RS28OFF,SURF EXCEL LIQUID DETERGENT 500 ML,SURF EXCEL,HINDUSTAN UNILEVER LTD,DETERGENT LIQUIDS,,1,95,95,95,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
12,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030583803,,ACTIVE WHEEL 2IN1 ( 6 X140G)=840G,WHEEL BLUE DETERGENT BAR 125 G PACK OF 6,WHEEL,HINDUSTAN UNILEVER LTD,DETERGENT BARS,,1,36,36,36,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
13,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8904109450327,,PATANJALI DANT KANTI PASTE 200G. GOLDEN23%PETI,PATANJALI DANT KANTI DENTAL CR 200GMS (2),PATANJALI,PANTAJALI AYURVEDA LTD,TOOTH PASTE & GELS,,1,75,75,75,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
14,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901526205578,,GARNIER FACE WASH SKIN CARE ACCESSORIES 50 ML TUB,GARNIER MEN OIL CLEAR CLAY D-TOX DEEP CLEANSING ICY FACE WASH 50 G,GARNIER,L'OREAL INDIA PVT LTD,FACE WASH,,1,95,95,95,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
15,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,4902430722179,,FMY SHV FOAM REGULAR 196GM,GILLETTE FOAM REGULAR 196G,GILLETTE,PROCTER & GAMBLE PVT LTD,SHAVING CREAM/FOAMS/GELS,FOAM,2,185,370,185,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
16,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901786432004,,EVEREST GREEN CORIANDER POWDER JAR 200G,EVEREST POWDER - CORIANDER 200 G,EVEREST,b'EVEREST FOOD PRODUCTS PVT LTD\xa0',SPICE POWDER,CORIANDER POWDER,1,57,57,57,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
17,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030586101,,INDULEKHA BRINGHA OIL 100 ML GOLDEN,INDULEKHA BRINGHA OIL 100 ML,INDULEKHA,HINDUSTAN UNILEVER LTD,HAIR OIL,BRINGHA OIL,1,432,432,432,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
18,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901499007964,,KELLOGGS CORNFLAKES CHOCOS - CHOCOLATY BREAKFAST 375 GM CARTON,CHOCOS,,,CEREAL MIXES,,1,155,155,155,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
19,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901393016871,,ALPENLIBE JUST JELLY COLA BOTTLES 25GM,ALPENLIEBE JUST JELLY COLA BOTTLES ALP JJ B&B ASTD 27 GM,ALPENLIEBE JUZT JELLY,PERFETTI VAN MELLE INDIA PVT LTD,JELLY,,1,10,10,10,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
20,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901012165263,,STAYFREE SECURE DRY REGULAR WITH WINGS 8 PADSRS 30,STAYFREE SECURE DRY REGULAR WITH WINGS 8 PADSRS 30,STAYFREE,JOHNSON & JOHNSON PVT LTD,SANITARY PADS,,1,35,35,35,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
21,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8902188812043,,RAMDEV STRONG HING 25 GMS,RAMDEV STRONG HING COMPOUNDED 25G,RAMDEV,RAMDEV FOOD PRODUCT PVT LTD,SPICE POWDER,,1,43,43,43,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
22,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,4902430788755,,ARIEL 1KG PPH BRIL CLEANING IN 1WASH + FR 200G ARIEL MTIC TOPLOAD PWDR,ARIEL BRIL CLEANING IN 1WASH 1KG PPH+ FR 200G ARIEL MTIC TOPLOAD PWDR,ARIEL,PROCTER & GAMBLE PVT LTD,DETERGENT POWDERS,TOPLOAD,1,215,215,215,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
23,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,801541508419,,ORGANIC INDIA TULSI GREEN TEA LEMON GINGER TEA BAGS 25PC,,,,,,1,174,174,174,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
24,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901361302906,,SCOTCH BRITE FLOOR CLEANING CLOTH. 1 PC,SCOTCH BRITE FLOOR CLEANING CLOTH. 1 PC,SCOTCH BRITE,3M INDIA LTD,MOPS/WIPER,MOP,1,20,20,20,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
25,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,4902430744379,,PAMPERS 20N PPH BABY DRY PANTS MEDIUM 7-12K EXT ABSRB 1PAMPR=1DRYNT,PAMPERS 20N PPH BABY DRY PANTS MEDIUM 7-12K EXT ABSRB 1PAMPR=1DRYNT,PAMPERS,PROCTER & GAMBLE PVT LTD,BABY DIAPERS & WIPES,DIAPERS,1,269,269,269,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
26,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901248104128,,HIMANI COOL HAIR OIL - NAVRATNA 200 ML (RED BOTTAL),HIMANI COOL HAIR OIL - NAVRATNA 200 ML,HIMANI,EMAMI LTD,HAIR OIL,,1,125,125,125,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
27,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,4902430780261,,PAMPERS 2 NO PLPCH BABY DRY PANTS NEW BABY UPTO5K 1PAMPER=1DRYNGT,PAMPERS 2 NO PLPCH BABY DRY PANTS NEW BABY UPTO5K 1PAMPERS=1DRYNGT,PAMPERS,PROCTER & GAMBLE PVT LTD,BABY DIAPERS & WIPES,DIAPERS,1,16,16,16,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
28,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,4902430770408,,WHISPER 20N PPH CHOICE ULTRA WINGS XL UPTO STAIN 100%PROTCTN+SAVE R10,WHISPER 20N PPH CHOICE ULTRA WINGS XL UPTO STAIN 100%PROTCTN+SAVE R10,WHISPER,PROCTER AND GAMBLE HYGIENE AND HEALTH CARE LTD,SANITARY PADS,XL,1,135,135,135,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
29,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901396348702,,DETTOL [ANTLIQ] 500 ML PLBOT EFFECTIVE PROTECTION MENTHOL COOL,DETTOL LIQUID DISINFECTANT FOR MULTI PURPOSE GERM PROTECTION MENTHOL COOL 500M,DETTOL,RECKITT BENCKISER INDIA PVT LTD,ANTISEPTIC LIQUIDS,,1,150,150,150,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
30,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901138817756,,HIMALAYA HERBAL GENTLE BABY WIPES 12 PIECES FOR MILDNESS TESTED FOR BABY SKIN,HIMALAYA HERBALS BABYCARE GENTLE BABY WIPE (12 WIPES) - PACK OF 3,HIMALAYA,THE HIMALAYA DRUG COMPANY,BABY DIAPERS & WIPES,WIPES,1,45,45,45,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
31,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901233024912,,CADBURY DAIRY MILK EASTER LICKABLES 20G,CADBURY DAIRY MILK LICKABLES 20 G,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,LIQUID CHOCOLATE,,1,40,40,40,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
32,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901314077158,,COLGATE PLAX MOUTHWASH Ã‚â‚¬Ã¯Â¿Â½ SENSITIVE 250 ML,COLGATE PLAX MOUTHWASH SENSITIVE 250 ML,COLGATE,COLGATE PALMOLIVE INDIA LTD,MOUTH WASH,,1,115,115,115,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
33,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901396394457,,DETTOL. SKINCARE. BUY3GET. 1FREE,DETTOL SKINCARE. BUY3GET. 1FREE,DETTOL,RECKITT BENCKISER LTD,BATHING BAR,,1,93,93,93,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
34,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8904109470011,,PATANJALI DALIYA (GENHU- WHEAT) 500 GM,PATANJALI WHEAT DAILA 500 GM,PATANJALI,PANTAJALI AYURVEDA LTD,CEREAL MIXES,,2,22,44,22,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
35,10765,LOTUS SUPER STORE,Bharuch,10765-1118003849,01/01/2019 09:23:15 PM,01/01/2019,JAN19,W0,21,8901030676697,,VIM DRP. DSW LMN ACT GEL 115 ML,VIM POWER OF LEMONS 140ML,VIM,HINDUSTAN UNILEVER LTD,UTENSIL & KITCHEN CLEANERS,DISHWASH LIQUID,1,20,20,20,4146,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
36,10765,LOTUS SUPER STORE,Bharuch,10765-1118003850,01/01/2019 09:23:48 PM,01/01/2019,JAN19,W0,21,8901207018275,,DABUR MESWAK TOOTH PASTE & TOOTH BRUSH PACK 300 GM,DABUR MESWAK TOOTH PASTE & TOOTH BRUSH PACK 300 GM,DABUR,DABUR INDIA LTD,TOOTH PASTE & GELS,AYURVEDIC,1,144,144,144,6221,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
37,10765,LOTUS SUPER STORE,Bharuch,10765-1118003850,01/01/2019 09:23:48 PM,01/01/2019,JAN19,W0,21,4005808849833,,NIVEA BODY LOTION - WHITENING CELL REPAIR & UV PROTECT 75 ML BOTTLE,NIVEA BODY LOTION - WHITENING CELL REPAIR & UV PROTECT 75 ML BOTTLE,NIVEA,NIVEA INDIA PVT LTD,BODY CREAMS & LOTION,BODY LOTION,2,75,150,75,6221,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
38,10765,LOTUS SUPER STORE,Bharuch,10765-1118003850,01/01/2019 09:23:48 PM,01/01/2019,JAN19,W0,21,8901207019005,,DABUR HAIR OIL - LONG HEALTHY & STRONG HAIR 180 ML,DABUR AMLA HAIR OIL FOR BEAUTIFUL HAIR 180ML,DABUR,DABUR INDIA LTD,HAIR OIL,AMLA,1,88,88,88,6221,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
39,10765,LOTUS SUPER STORE,Bharuch,10765-1118003850,01/01/2019 09:23:48 PM,01/01/2019,JAN19,W0,21,4005900144652,,NIVEA ALOE BODY CREAM REFRESHING MOISTURIZER 2OOML,NIVEA ALOE BODY MOISTURISER 200ML,NIVEA,NIVEA INDIA PVT LTD,BODY CREAMS & LOTION,BODY CREAM,1,265,265,265,6221,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
40,10765,LOTUS SUPER STORE,Bharuch,10765-1118003850,01/01/2019 09:23:48 PM,01/01/2019,JAN19,W0,21,4005808919574,,NIVEA MEN OIL CONTROL ALL IN ONE FACEWASH,NIVEA MEN FACE WASH ALL-IN-ONE 10X VITAMIN C 100ML,NIVEA,NIVEA INDIA PVT LTD,FACE WASH,GEL,1,195,195,195,6221,NO,NO,392001,Gujarat,West,Surat,CASH,CURRENT
