#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,RJTD,01/01/2001,50.7,41.5,999999,999999,0.00,999999,999999,999999,999999
2,RJTD,01/02/2001,56.8,36.9,999999,999999,0.00,999999,999999,999999,999999
3,RJTD,01/03/2001,53.1,42.1,999999,999999,0.00,999999,999999,999999,999999
4,RJTD,01/04/2001,48.2,34.9,999999,999999,0.00,999999,999999,999999,999999
5,RJTD,01/05/2001,50.0,38.3,999999,999999,0.00,999999,999999,999999,999999
6,RJTD,01/06/2001,46.4,36.9,999999,999999,0.00,999999,999999,999999,999999
7,RJTD,01/07/2001,42.4,33.4,999999,999999,0.02,999999,999999,999999,999999
8,RJTD,01/08/2001,43.2,33.6,999999,999999,1.24,999999,999999,999999,999999
9,RJTD,01/09/2001,47.1,36.1,999999,999999,0.12,999999,999999,999999,999999
10,RJTD,01/10/2001,54.1,37.0,999999,999999,0.75,999999,999999,999999,999999
11,RJTD,01/11/2001,52.9,43.0,999999,999999,0.00,999999,999999,999999,999999
12,RJTD,01/12/2001,50.5,41.4,999999,999999,0.00,999999,999999,999999,999999
13,RJTD,01/13/2001,43.3,37.0,999999,999999,0.00,999999,999999,999999,999999
14,RJTD,01/14/2001,43.2,31.5,999999,999999,0.00,999999,999999,999999,999999
15,RJTD,01/15/2001,43.2,29.1,999999,999999,0.00,999999,999999,999999,999999
16,RJTD,01/16/2001,44.6,31.1,999999,999999,0.00,999999,999999,999999,999999
17,RJTD,01/17/2001,46.4,33.3,999999,999999,0.00,999999,999999,999999,999999
18,RJTD,01/18/2001,49.1,34.7,999999,999999,0.00,999999,999999,999999,999999
19,RJTD,01/19/2001,42.1,35.6,999999,999999,0.00,999999,999999,999999,999999
20,RJTD,01/20/2001,39.9,33.3,999999,999999,0.24,999999,999999,999999,999999
21,RJTD,01/21/2001,50.7,32.9,999999,999999,0.28,999999,999999,999999,999999
22,RJTD,01/22/2001,49.1,40.3,999999,999999,0.00,999999,999999,999999,999999
23,RJTD,01/23/2001,49.6,39.6,999999,999999,0.00,999999,999999,999999,999999
24,RJTD,01/24/2001,48.4,35.8,999999,999999,0.00,999999,999999,999999,999999
25,RJTD,01/25/2001,41.7,36.1,999999,999999,0.16,999999,999999,999999,999999
