#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,3.0,3.6,0.0,1014.4,0.0,0.0,1001.4,0.0,100.0,0.0,96.0,2.2,4.5,344.0,358.0,N,N,1.6,0.0,no precipitation
2,2003-01-01 01:00,3.3,4.0,0.0,1013.8,0.0,0.0,1000.9,0.0,98.0,0.0,96.0,2.5,5.3,347.0,0.0,N,N,1.6,0.0,no precipitation
3,2003-01-01 02:00,3.7,4.4,0.0,1013.5,0.0,0.0,1000.6,0.0,82.0,0.0,96.0,3.2,6.4,345.0,358.0,N,N,1.6,0.0,no precipitation
4,2003-01-01 03:00,4.5,5.1,0.0,1012.5,0.0,0.0,999.7,0.0,70.0,0.0,96.0,3.9,7.6,347.0,356.0,N,N,2.0,0.0,no precipitation
5,2003-01-01 04:00,5.5,5.9,0.0,1011.3,0.0,0.0,998.5,0.0,95.0,0.0,97.0,4.3,8.1,351.0,358.0,N,N,2.8,0.0,rain
6,2003-01-01 05:00,6.3,6.6,0.0,1010.1,0.0,0.0,997.4,0.0,100.0,0.0,98.0,4.9,8.6,356.0,2.0,N,N,3.3,0.0,rain
7,2003-01-01 06:00,6.8,7.1,20.0,1009.1,0.0,0.0,996.4,0.0,100.0,0.1,98.0,5.7,9.5,359.0,4.0,N,N,3.6,0.0,rain
8,2003-01-01 07:00,7.2,7.7,0.0,1008.0,0.0,0.0,995.3,0.0,100.0,0.7,97.0,6.5,10.7,6.0,9.0,N,N,4.1,0.0,rain
9,2003-01-01 08:00,7.6,8.2,30.0,1007.1,0.0,0.0,994.4,0.0,100.0,0.7,96.0,7.2,11.7,10.0,13.0,N,N,4.6,0.0,rain
10,2003-01-01 09:00,8.0,8.7,10.0,1006.0,0.0,0.0,993.4,7.0,100.0,0.1,96.0,7.8,12.6,13.0,16.0,N,N,5.0,0.0,rain
11,2003-01-01 10:00,8.4,9.6,0.0,1005.3,0.0,0.0,992.7,18.0,99.0,0.4,92.0,8.0,12.8,23.0,25.0,N,NE,6.2,0.0,rain
12,2003-01-01 11:00,8.6,10.1,0.0,1004.0,0.0,0.0,991.4,35.0,100.0,1.0,90.0,8.1,13.0,26.0,28.0,NE,NE,6.7,0.0,rain
13,2003-01-01 12:00,8.9,10.2,50.0,1002.9,0.0,0.0,990.4,45.0,100.0,1.4,92.0,8.2,12.9,28.0,30.0,NE,NE,6.9,0.0,rain
14,2003-01-01 13:00,9.6,10.6,60.0,1001.5,0.0,0.0,989.0,28.0,100.0,0.3,94.0,7.9,12.7,29.0,31.0,NE,NE,7.5,1.0,rain
15,2003-01-01 14:00,10.4,11.4,160.0,1000.4,0.0,0.0,988.0,28.0,100.0,0.1,94.0,8.1,13.0,32.0,35.0,NE,NE,8.5,0.0,rain
16,2003-01-01 15:00,11.0,12.1,310.0,999.5,0.0,0.0,987.1,22.0,100.0,0.2,93.0,8.1,12.9,33.0,36.0,NE,NE,9.4,0.0,rain
17,2003-01-01 16:00,11.2,12.6,240.0,998.8,0.0,0.0,986.4,8.0,100.0,0.1,91.0,8.6,13.6,40.0,42.0,NE,NE,10.0,0.0,rain
18,2003-01-01 17:00,11.3,13.2,160.0,998.7,0.0,0.0,986.4,0.0,100.0,0.2,89.0,9.3,14.6,49.0,50.0,NE,NE,10.5,0.0,rain
19,2003-01-01 18:00,11.0,13.1,60.0,998.8,0.0,0.0,986.4,0.0,79.0,1.3,87.0,9.5,14.9,55.0,55.0,NE,NE,10.4,0.0,rain
20,2003-01-01 19:00,10.5,13.1,0.0,999.0,0.0,0.0,986.6,0.0,40.0,0.1,84.0,9.5,15.2,57.0,58.0,NE,NE,10.4,0.0,rain
