#,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
1,zzw-222@63r-brf-hwk,,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,39.38407,-76.567686,[redacted],Parkville,MD,21234,US,[redacted],"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
2,222-222@5x6-rfy-py9,,The Home Depot,SG_BRAND_8cebb51fb05f1bf005e53bfec08d6c10,The Home Depot,Building Material and Supplies Dealers,Hardware Stores,444130,49.257658,-122.742601,[redacted],Port Coquitlam,BC,V3B 8B2,CA,[redacted],"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7...",,,,2019-07,POLYGON
3,222-222@5wg-42f-5vf,,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,43.483759,-112.01574,[redacted],Idaho Falls,ID,83404,US,[redacted],"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
4,222-222@8sz-fps-yy9,,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,31.087336,-97.722298,[redacted],Killeen,TX,76542,US,[redacted],"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
5,222-222@64g-smg-nnq,,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,36.434443,-77.633466,[redacted],Roanoke Rapids,NC,27870,US,[redacted],"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
6,zzw-222@8sz-r4g-fcq,,The Home Depot,SG_BRAND_8cebb51fb05f1bf005e53bfec08d6c10,The Home Depot,Building Material and Supplies Dealers,Hardware Stores,444130,31.731945,-98.979016,[redacted],Brownwood,TX,76801,US,[redacted],"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
7,zzw-222@8gf-px9-wzf,zzw-222@8gf-pxb-bzf,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,35.718078,-81.697451,[redacted],Morganton,NC,28655,US,[redacted],"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
8,zzw-222@63s-fzf-92k,222-225@63s-fzf-8y9,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,40.310201,-75.861844,[redacted],Reiffton,PA,19606,US,[redacted],"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
9,zzw-222@5x2-zkp-k75,,Lowe's,SG_BRAND_4f8a39fb928268edb1ab256922e436d7,Lowe's,Building Material and Supplies Dealers,Hardware Stores,444130,48.436592,-122.344913,[redacted],Mount Vernon,WA,98273,US,[redacted],"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6...",,,,2019-07,POLYGON
