#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,0.7,4.2,0.0,1005.9,0.0,0.0,907.9,0.0,98.0,0.1,78.0,0.3,0.8,17.0,10.0,N,N,5.7,0.0,rain
2,2003-01-01 01:00,1.1,4.2,0.0,1005.9,0.0,0.0,907.6,0.0,100.0,0.1,80.0,0.4,0.1,220.0,272.0,SW,W,5.4,0.0,rain
3,2003-01-01 02:00,0.3,1.9,0.0,1006.4,0.0,0.0,907.8,0.0,99.0,0.4,89.0,1.1,1.6,219.0,219.0,SW,SW,1.1,0.0,rain
4,2003-01-01 03:00,0.6,1.8,0.0,1006.8,0.0,0.0,907.6,0.0,98.0,0.4,92.0,1.2,2.8,229.0,215.0,SW,SW,0.7,0.0,rain
5,2003-01-01 04:00,1.2,2.1,0.0,1007.8,0.0,0.0,908.0,0.0,99.0,0.6,94.0,2.3,3.7,223.0,217.0,SW,SW,-0.3,0.0,rain/snow mix
6,2003-01-01 05:00,0.1,0.7,0.0,1008.9,0.0,0.4,908.3,0.0,100.0,0.8,96.0,2.2,4.2,218.0,218.0,SW,SW,-1.9,0.0,snow
7,2003-01-01 06:00,-0.1,0.2,0.0,1010.7,0.0,0.7,909.3,0.0,100.0,0.9,98.0,2.5,4.2,217.0,219.0,SW,SW,-2.8,0.0,snow
8,2003-01-01 07:00,-0.9,-0.4,0.0,1012.2,0.0,0.6,910.3,10.0,100.0,0.6,96.0,2.8,4.3,217.0,218.0,SW,SW,-3.8,0.0,snow
9,2003-01-01 08:00,-3.3,-2.5,0.0,1013.7,0.0,0.7,911.3,39.0,100.0,0.7,94.0,3.1,4.6,216.0,217.0,SW,SW,-6.6,0.0,snow
10,2003-01-01 09:00,-4.1,-3.1,0.0,1014.6,0.0,0.6,911.8,60.0,100.0,0.6,93.0,3.2,4.6,218.0,218.0,SW,SW,-7.4,1.0,snow
11,2003-01-01 10:00,-6.0,-4.2,0.0,1015.4,1.0,0.5,912.3,112.0,100.0,0.5,88.0,3.5,4.9,222.0,223.0,SW,SW,-9.0,1.0,snow
12,2003-01-01 11:00,-6.2,-4.3,0.0,1015.6,1.0,0.2,912.3,130.0,100.0,0.2,87.0,3.5,5.0,221.0,223.0,SW,SW,-9.2,2.0,snow
13,2003-01-01 12:00,-6.2,-4.2,0.0,1016.2,1.0,0.1,912.7,154.0,100.0,0.1,85.0,3.4,4.8,219.0,220.0,SW,SW,-8.9,2.0,snow
14,2003-01-01 13:00,-6.3,-4.1,0.0,1017.0,1.0,0.1,913.3,128.0,100.0,0.1,85.0,3.2,4.5,218.0,220.0,SW,SW,-8.6,2.0,snow
15,2003-01-01 14:00,-7.6,-4.9,0.0,1017.6,1.0,0.0,913.7,82.0,100.0,0.0,82.0,3.0,4.3,219.0,221.0,SW,SW,-9.5,1.0,snow
16,2003-01-01 15:00,-7.6,-5.1,0.0,1018.3,1.0,0.1,914.2,21.0,100.0,0.1,82.0,2.8,4.0,219.0,221.0,SW,SW,-9.5,0.0,snow
17,2003-01-01 16:00,-7.5,-5.1,0.0,1019.0,1.0,0.1,914.7,0.0,100.0,0.1,83.0,2.8,4.0,220.0,222.0,SW,SW,-9.5,0.0,snow
18,2003-01-01 17:00,-8.1,-5.7,0.0,1019.5,1.0,0.0,915.1,0.0,100.0,0.0,83.0,2.6,3.7,221.0,223.0,SW,SW,-10.0,0.0,snow
19,2003-01-01 18:00,-7.8,-5.5,0.0,1019.9,1.0,0.0,915.4,0.0,99.0,0.0,84.0,2.5,3.4,222.0,224.0,SW,SW,-9.5,0.0,snow
20,2003-01-01 19:00,-7.5,-5.3,0.0,1019.7,1.0,0.0,915.3,0.0,98.0,0.0,85.0,2.2,3.1,225.0,228.0,SW,SW,-9.0,0.0,snow
