#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,4.5,5.5,0.0,1009.6,0.0,0.0,993.7,0.0,63.0,0.0,93.0,1.2,3.1,99.0,95.0,E,E,4.9,0.0,rain
2,2003-01-01 01:00,4.4,5.5,0.0,1010.0,0.0,0.0,994.1,0.0,61.0,0.0,92.0,1.2,2.6,104.0,95.0,E,E,5.0,0.0,rain
3,2003-01-01 02:00,4.2,5.7,0.0,1011.0,0.0,0.0,995.1,0.0,60.0,0.0,90.0,1.2,2.6,98.0,87.0,E,E,5.2,0.0,rain
4,2003-01-01 03:00,4.5,5.9,0.0,1011.1,0.0,0.0,995.2,0.0,60.0,0.0,91.0,1.3,2.7,98.0,91.0,E,E,5.2,0.0,rain
5,2003-01-01 04:00,4.6,6.1,0.0,1011.0,0.0,0.0,995.1,0.0,60.0,0.0,90.0,1.2,2.4,101.0,97.0,E,E,5.6,0.0,rain
6,2003-01-01 05:00,4.4,5.7,0.0,1011.5,0.0,0.0,995.5,0.0,60.0,0.0,91.0,1.2,2.0,90.0,98.0,E,E,5.2,0.0,rain
7,2003-01-01 06:00,4.3,5.6,0.0,1012.1,0.0,0.0,996.1,0.0,60.0,0.0,91.0,1.3,2.4,81.0,89.0,E,E,4.9,0.0,rain
8,2003-01-01 07:00,4.2,5.5,0.0,1013.0,0.0,0.0,997.0,0.0,60.0,0.0,92.0,1.3,2.4,75.0,81.0,E,E,4.8,0.0,rain
9,2003-01-01 08:00,3.7,5.1,0.0,1013.5,0.0,0.0,997.4,19.0,60.0,0.0,91.0,0.9,1.4,77.0,74.0,E,E,4.9,0.0,rain
10,2003-01-01 09:00,3.3,4.9,0.0,1014.0,0.0,0.0,997.9,106.0,60.0,0.0,89.0,0.9,1.1,86.0,79.0,E,E,4.8,1.0,rain
11,2003-01-01 10:00,4.6,7.5,0.0,1013.9,0.0,0.0,997.9,207.0,51.0,0.0,82.0,1.3,1.3,79.0,92.0,E,E,7.1,2.0,rain
12,2003-01-01 11:00,4.4,7.4,0.0,1013.6,0.0,0.0,997.5,268.0,17.0,0.0,81.0,1.1,1.3,64.0,72.0,NE,E,7.1,2.0,rain
13,2003-01-01 12:00,4.2,7.4,0.0,1013.0,0.0,0.0,997.1,309.0,7.0,0.0,80.0,0.8,1.0,90.0,96.0,E,E,7.8,3.0,rain
14,2003-01-01 13:00,4.3,7.8,0.0,1012.6,0.0,0.0,996.7,306.0,31.0,0.0,79.0,0.4,0.4,306.0,298.0,NW,NW,9.0,3.0,rain
15,2003-01-01 14:00,4.2,8.4,0.0,1012.3,0.0,0.0,996.4,230.0,62.0,0.0,75.0,1.1,1.4,325.0,321.0,NW,NW,8.3,2.0,rain
16,2003-01-01 15:00,4.8,7.9,0.0,1012.7,0.0,0.0,996.8,120.0,87.0,0.0,81.0,1.4,1.5,2.0,349.0,N,N,7.4,1.0,rain
17,2003-01-01 16:00,4.3,7.0,0.0,1012.9,0.0,0.0,996.9,20.0,80.0,0.0,83.0,1.5,1.7,315.0,324.0,NW,NW,6.2,0.0,no precipitation
18,2003-01-01 17:00,3.9,5.3,0.0,1013.0,0.0,0.0,997.1,0.0,56.0,0.0,91.0,1.4,1.7,288.0,317.0,W,NW,4.4,0.0,no precipitation
19,2003-01-01 18:00,3.4,4.4,0.0,1012.9,0.0,0.0,996.9,0.0,69.0,0.0,93.0,1.7,2.7,272.0,296.0,W,NW,3.0,0.0,no precipitation
20,2003-01-01 19:00,4.1,5.1,0.0,1013.1,0.0,0.0,997.1,0.0,69.0,0.0,93.0,1.7,2.8,276.0,288.0,W,W,3.8,0.0,no precipitation
