#,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
1,zzw-227@5vh-97q-9j9,,Lopez Produce Market,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,37.022707,-121.577121,[redacted],Gilroy,CA,95020,US,[redacted],,,,,2019-07,POLYGON
2,222-222@63w-3kc-5j9,,Wiegand Orchard,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,43.072964,-82.776194,[redacted],Brockway,MI,48097,US,[redacted],,,,,2019-07,POLYGON
3,223-222@63r-7q8-j7q,,Dash In,SG_BRAND_689963ee57370c0b,Dash In,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,38.786418,-76.898505,[redacted],Clinton,MD,20735,US,[redacted],,,,,2019-07,POLYGON
4,222-223@5p6-gmk-5pv,222-222@5p6-gmk-5pv,Kimber's,,,Grocery Stores,Convenience Stores,445120,41.479895,-100.502645,[redacted],Stapleton,NE,69163,US,[redacted],,,,,2019-07,POLYGON
5,226-222@5s5-phn-btv,,Schnitz Deli,,,Grocery Stores,Convenience Stores,445120,42.9629,-85.636974,[redacted],Grand Rapids,MI,49503,US,[redacted],"{ ""Mon"": [[""11:00"", ""15:00""]], ""Tue"": [[""11:00"", ""15:00""]], ""Wed"": [[""11:00"", ""15:00""]], ""Thu"": [...",,,,2019-07,POLYGON
6,229-222@5zb-xbc-e89,,Maintenance Mart,,,Grocery Stores,Convenience Stores,445120,33.486473,-112.099597,[redacted],Phoenix,AZ,85015,US,[redacted],,,,,2019-07,POLYGON
7,22b-222@5s8-ch3-q4v,,Korte's Super Market,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,44.926682,-93.156109,[redacted],Saint Paul,MN,55105,US,[redacted],"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7...",,,,2019-07,POLYGON
8,zzy-223@8fy-9dd-c89,,White Oak Station,SG_BRAND_6f8d7f82fda0378,White Oak Station,Grocery Stores,Convenience Stores,445120,28.672869,-81.50442,[redacted],Apopka,FL,32704,US,[redacted],,,,,2019-08,POLYGON
9,222-223@8gc-47f-rrk,,Piggly Wiggly,SG_BRAND_303b3231aea41d82f470d14d1af20ed6,Piggly Wiggly,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.734064,-80.237424,[redacted],Hollywood,SC,29449,US,[redacted],"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7...",,,,,POLYGON
