#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,2.3,3.8,0.0,1007.4,0.0,0.0,994.3,0.0,100.0,0.0,90.0,5.3,8.7,317.0,323.0,NW,NW,-0.3,0.0,rain
2,2003-01-01 01:00,2.7,4.3,0.0,1005.6,0.0,0.0,992.5,0.0,100.0,0.0,89.0,6.0,9.8,317.0,322.0,NW,NW,0.0,0.0,rain
3,2003-01-01 02:00,3.3,4.6,0.0,1004.0,0.0,0.0,991.0,0.0,100.0,0.5,91.0,6.3,10.3,319.0,323.0,NW,NW,0.3,0.0,rain
4,2003-01-01 03:00,4.0,4.8,0.0,1002.3,0.0,0.0,989.3,0.0,100.0,1.1,94.0,6.4,10.6,319.0,323.0,NW,NW,0.5,0.0,rain
5,2003-01-01 04:00,4.4,5.1,40.0,1000.2,0.0,0.0,987.3,0.0,100.0,1.9,95.0,7.0,11.4,318.0,321.0,NW,NW,0.6,0.0,rain
6,2003-01-01 05:00,4.9,5.7,90.0,998.1,0.0,0.0,985.2,0.0,100.0,1.8,95.0,7.0,11.3,323.0,325.0,NW,NW,1.3,0.0,rain
7,2003-01-01 06:00,5.9,6.4,20.0,996.1,0.0,0.0,983.3,0.0,100.0,0.9,97.0,6.7,11.2,324.0,328.0,NW,NW,2.3,0.0,rain
8,2003-01-01 07:00,6.8,7.0,60.0,994.5,0.0,0.0,981.7,0.0,100.0,1.1,98.0,6.3,10.4,331.0,334.0,NW,NW,3.4,0.0,rain
9,2003-01-01 08:00,8.2,8.5,70.0,993.5,0.0,0.0,980.7,0.0,100.0,1.0,98.0,5.3,8.9,343.0,348.0,N,N,5.5,0.0,rain
10,2003-01-01 09:00,9.3,9.8,0.0,992.2,0.0,0.0,979.6,1.0,100.0,0.6,97.0,4.5,7.6,1.0,8.0,N,N,7.5,0.0,rain
11,2003-01-01 10:00,8.8,9.2,20.0,991.3,0.0,0.0,978.7,12.0,100.0,0.2,97.0,3.7,6.7,5.0,14.0,N,N,7.1,0.0,rain
12,2003-01-01 11:00,9.3,9.8,40.0,990.4,0.0,0.0,977.8,36.0,100.0,0.2,97.0,3.4,6.5,17.0,25.0,N,NE,8.1,0.0,rain
13,2003-01-01 12:00,9.5,10.3,60.0,989.2,0.0,0.0,976.6,49.0,100.0,0.2,95.0,3.7,6.5,29.0,34.0,NE,NE,8.5,1.0,rain
14,2003-01-01 13:00,9.5,10.3,80.0,988.4,0.0,0.0,975.9,56.0,100.0,0.4,95.0,4.5,7.4,45.0,47.0,NE,NE,8.1,1.0,rain
15,2003-01-01 14:00,9.3,10.2,80.0,988.1,0.0,0.0,975.6,42.0,100.0,0.5,94.0,4.9,7.9,55.0,57.0,NE,NE,7.9,0.0,rain
16,2003-01-01 15:00,9.0,9.8,40.0,987.9,0.0,0.0,975.3,33.0,98.0,0.7,95.0,4.2,7.4,55.0,58.0,NE,NE,7.7,0.0,rain
17,2003-01-01 16:00,8.9,9.5,40.0,987.7,0.0,0.0,975.1,9.0,93.0,0.3,96.0,3.7,7.0,49.0,52.0,NE,NE,7.5,0.0,rain
18,2003-01-01 17:00,8.7,9.2,40.0,987.7,0.0,0.0,975.2,0.0,99.0,0.1,97.0,3.2,6.4,51.0,53.0,NE,NE,7.4,0.0,rain
19,2003-01-01 18:00,8.7,9.1,30.0,987.7,0.0,0.0,975.1,0.0,100.0,0.1,98.0,3.0,6.0,55.0,57.0,NE,NE,7.4,0.0,rain
20,2003-01-01 19:00,8.6,9.0,20.0,988.1,0.0,0.0,975.5,0.0,100.0,0.1,98.0,3.1,6.1,59.0,62.0,NE,NE,7.2,0.0,rain
