#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2007,01:00:00,119.045
2,01.01.2007,02:00:00,NA
3,01.01.2007,03:00:00,119.045
4,01.01.2007,04:00:00,NA
5,01.01.2007,05:00:00,119.045
6,01.01.2007,06:00:00,NA
7,01.01.2007,07:00:00,119
8,01.01.2007,08:00:00,119
9,01.01.2007,09:00:00,119.045
10,01.01.2007,10:00:00,NA
11,01.01.2007,11:00:00,119.045
12,01.01.2007,12:00:00,119
13,01.01.2007,13:00:00,119.045
14,01.01.2007,14:00:00,NA
15,01.01.2007,15:00:00,119.045
16,01.01.2007,16:00:00,NA
17,01.01.2007,17:00:00,119.045
18,01.01.2007,18:00:00,119.005
19,01.01.2007,19:00:00,119.005
20,01.01.2007,20:00:00,119.025
21,01.01.2007,21:00:00,118.915
22,01.01.2007,22:00:00,119.04
23,01.01.2007,23:00:00,118.985
24,02.01.2007,00:00:00,118.91
25,02.01.2007,01:00:00,118.6
26,02.01.2007,02:00:00,118.73
27,02.01.2007,03:00:00,118.765
28,02.01.2007,04:00:00,118.745
29,02.01.2007,05:00:00,118.74
30,02.01.2007,06:00:00,118.675
31,02.01.2007,07:00:00,118.73
32,02.01.2007,08:00:00,118.595
33,02.01.2007,09:00:00,118.57
34,02.01.2007,10:00:00,118.765
35,02.01.2007,11:00:00,118.845
36,02.01.2007,12:00:00,118.885
37,02.01.2007,13:00:00,118.83
38,02.01.2007,14:00:00,118.685
39,02.01.2007,15:00:00,118.785
40,02.01.2007,16:00:00,118.805
41,02.01.2007,17:00:00,118.83
42,02.01.2007,18:00:00,118.82
43,02.01.2007,19:00:00,118.845
44,02.01.2007,20:00:00,118.855
45,02.01.2007,21:00:00,118.815
46,02.01.2007,22:00:00,118.835
47,02.01.2007,23:00:00,118.825
48,03.01.2007,00:00:00,118.855
49,03.01.2007,01:00:00,118.735
50,03.01.2007,02:00:00,118.75
51,03.01.2007,03:00:00,118.73
52,03.01.2007,04:00:00,118.7
53,03.01.2007,05:00:00,118.745
54,03.01.2007,06:00:00,118.795
55,03.01.2007,07:00:00,118.805
56,03.01.2007,08:00:00,118.825
57,03.01.2007,09:00:00,118.955
58,03.01.2007,10:00:00,119.095
59,03.01.2007,11:00:00,119.365
60,03.01.2007,12:00:00,119.385
61,03.01.2007,13:00:00,119.365
62,03.01.2007,14:00:00,119.335
63,03.01.2007,15:00:00,119.275
64,03.01.2007,16:00:00,119.365
65,03.01.2007,17:00:00,119.59
66,03.01.2007,18:00:00,119.665
67,03.01.2007,19:00:00,119.615
68,03.01.2007,20:00:00,119.365
69,03.01.2007,21:00:00,119.37
70,03.01.2007,22:00:00,119.385
71,03.01.2007,23:00:00,119.425
72,04.01.2007,00:00:00,119.355
73,04.01.2007,01:00:00,119.31
74,04.01.2007,02:00:00,119.365
75,04.01.2007,03:00:00,119.375
76,04.01.2007,04:00:00,119.375
77,04.01.2007,05:00:00,119.4
78,04.01.2007,06:00:00,119.365
79,04.01.2007,07:00:00,119.425
80,04.01.2007,08:00:00,119.335
81,04.01.2007,09:00:00,119.48
82,04.01.2007,10:00:00,119.395
83,04.01.2007,11:00:00,119.41
84,04.01.2007,12:00:00,119.325
85,04.01.2007,13:00:00,119.095
86,04.01.2007,14:00:00,119.14
87,04.01.2007,15:00:00,119.345
88,04.01.2007,16:00:00,119.235
89,04.01.2007,17:00:00,119.285
90,04.01.2007,18:00:00,119.3
91,04.01.2007,19:00:00,119.245
92,04.01.2007,20:00:00,119.085
93,04.01.2007,21:00:00,119.08
94,04.01.2007,22:00:00,119.045
95,04.01.2007,23:00:00,118.9
96,05.01.2007,00:00:00,118.825
97,05.01.2007,01:00:00,118.415
98,05.01.2007,02:00:00,118.54
99,05.01.2007,03:00:00,118.53
