#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,-9.7,-6.0,10.0,1019.2,0.0,0.0,1017.7,0.0,88.0,0.0,75.0,3.1,5.8,43.0,48.0,NE,NE,-10.9,0.0,snow
2,2003-01-01 01:00,-9.6,-5.8,10.0,1018.5,0.0,0.0,1017.0,0.0,59.0,0.0,74.0,3.4,5.9,40.0,45.0,NE,NE,-10.9,0.0,snow
3,2003-01-01 02:00,-9.2,-5.5,0.0,1017.9,0.0,0.0,1016.4,0.0,38.0,0.0,75.0,3.4,5.9,36.0,41.0,NE,NE,-10.5,0.0,snow
4,2003-01-01 03:00,-9.0,-5.5,0.0,1017.2,0.0,0.0,1015.6,0.0,50.0,0.0,77.0,3.2,5.8,33.0,38.0,NE,NE,-10.4,0.0,snow
5,2003-01-01 04:00,-8.7,-5.9,0.0,1016.2,0.0,0.0,1014.7,0.0,62.0,0.0,80.0,3.1,5.7,28.0,34.0,NE,NE,-10.7,0.0,snow
6,2003-01-01 05:00,-8.7,-6.5,0.0,1015.1,0.0,0.0,1013.6,0.0,56.0,0.0,84.0,3.1,5.7,21.0,27.0,N,NE,-11.5,0.0,snow
7,2003-01-01 06:00,-8.5,-6.8,0.0,1014.3,0.0,0.0,1012.7,0.0,79.0,0.0,88.0,3.3,5.7,19.0,24.0,N,NE,-12.0,0.0,snow
8,2003-01-01 07:00,-8.5,-6.7,0.0,1013.4,0.0,0.0,1011.9,0.0,76.0,0.0,87.0,3.5,5.6,17.0,22.0,N,N,-12.0,0.0,snow
9,2003-01-01 08:00,-8.5,-6.8,0.0,1012.8,0.0,0.0,1011.2,1.0,81.0,0.0,87.0,3.4,5.6,14.0,18.0,N,N,-12.0,0.0,snow
10,2003-01-01 09:00,-8.0,-5.9,0.0,1011.8,0.0,0.0,1010.2,31.0,70.0,0.0,85.0,3.7,5.2,12.0,15.0,N,N,-11.3,0.0,snow
11,2003-01-01 10:00,-8.4,-4.6,0.0,1010.6,0.0,0.0,1009.0,73.0,72.0,0.0,75.0,3.7,4.9,6.0,7.0,N,N,-9.7,1.0,snow
12,2003-01-01 11:00,-8.3,-4.5,0.0,1009.0,0.0,0.0,1007.5,113.0,97.0,0.0,75.0,4.0,5.2,359.0,0.0,N,N,-9.8,1.0,snow
13,2003-01-01 12:00,-8.0,-4.6,0.0,1007.3,0.0,0.0,1005.7,110.0,100.0,0.0,77.0,4.0,5.2,348.0,349.0,N,N,-10.0,1.0,snow
14,2003-01-01 13:00,-7.6,-4.6,0.0,1006.4,0.0,0.0,1004.8,103.0,100.0,0.0,80.0,4.0,5.3,354.0,354.0,N,N,-10.0,1.0,snow
15,2003-01-01 14:00,-7.5,-5.3,0.0,1005.3,0.0,0.0,1003.8,50.0,99.0,0.0,84.0,3.7,4.9,351.0,352.0,N,N,-10.5,1.0,snow
16,2003-01-01 15:00,-7.4,-5.8,0.0,1004.0,0.0,0.0,1002.5,9.0,100.0,0.0,89.0,3.5,4.8,345.0,346.0,N,N,-11.1,0.0,snow
17,2003-01-01 16:00,-7.1,-5.8,0.0,1003.0,0.0,0.0,1001.5,0.0,100.0,0.0,90.0,3.4,4.7,346.0,348.0,N,N,-10.8,0.0,snow
18,2003-01-01 17:00,-6.8,-5.4,0.0,1001.6,0.0,0.0,1000.0,0.0,100.0,0.0,90.0,3.1,4.2,334.0,338.0,NW,NW,-10.2,0.0,snow
19,2003-01-01 18:00,-6.8,-5.3,0.0,1000.2,0.0,0.0,998.7,0.0,100.0,0.0,89.0,3.4,4.7,331.0,333.0,NW,NW,-10.3,0.0,snow
20,2003-01-01 19:00,-6.7,-4.9,0.0,999.3,0.0,0.0,997.7,0.0,100.0,0.0,87.0,3.2,4.5,330.0,334.0,NW,NW,-9.6,0.0,snow
