#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2002,01:00:00,NA
2,01.01.2002,02:00:00,NA
3,01.01.2002,03:00:00,NA
4,01.01.2002,04:00:00,NA
5,01.01.2002,05:00:00,NA
6,01.01.2002,06:00:00,NA
7,01.01.2002,07:00:00,NA
8,01.01.2002,08:00:00,NA
9,01.01.2002,09:00:00,NA
10,01.01.2002,10:00:00,NA
11,01.01.2002,11:00:00,1.4545
12,01.01.2002,12:00:00,NA
13,01.01.2002,13:00:00,NA
14,01.01.2002,14:00:00,NA
15,01.01.2002,15:00:00,NA
16,01.01.2002,16:00:00,NA
17,01.01.2002,17:00:00,NA
18,01.01.2002,18:00:00,NA
19,01.01.2002,19:00:00,1.4542
20,01.01.2002,20:00:00,NA
21,01.01.2002,21:00:00,1.4548
22,01.01.2002,22:00:00,1.4534
23,01.01.2002,23:00:00,1.4532
24,02.01.2002,00:00:00,1.45235
25,02.01.2002,01:00:00,1.4525
26,02.01.2002,02:00:00,1.4523
27,02.01.2002,03:00:00,1.45305
28,02.01.2002,04:00:00,1.4555
29,02.01.2002,05:00:00,1.45525
30,02.01.2002,06:00:00,1.4552
31,02.01.2002,07:00:00,1.45455
32,02.01.2002,08:00:00,1.45235
33,02.01.2002,09:00:00,1.44945
34,02.01.2002,10:00:00,1.45425
35,02.01.2002,11:00:00,1.4488
36,02.01.2002,12:00:00,1.45025
37,02.01.2002,13:00:00,1.44635
38,02.01.2002,14:00:00,1.44415
39,02.01.2002,15:00:00,1.44455
40,02.01.2002,16:00:00,1.44635
41,02.01.2002,17:00:00,1.44525
42,02.01.2002,18:00:00,1.44555
43,02.01.2002,19:00:00,1.44505
44,02.01.2002,20:00:00,1.44495
45,02.01.2002,21:00:00,1.4459
46,02.01.2002,22:00:00,1.4475
47,02.01.2002,23:00:00,1.44615
48,03.01.2002,00:00:00,1.44625
49,03.01.2002,01:00:00,1.4464
50,03.01.2002,02:00:00,1.4467
51,03.01.2002,03:00:00,1.4455
52,03.01.2002,04:00:00,1.4456
53,03.01.2002,05:00:00,1.4466
54,03.01.2002,06:00:00,1.44785
55,03.01.2002,07:00:00,1.44775
56,03.01.2002,08:00:00,1.44555
57,03.01.2002,09:00:00,1.44355
58,03.01.2002,10:00:00,1.44295
59,03.01.2002,11:00:00,1.44395
60,03.01.2002,12:00:00,1.44515
61,03.01.2002,13:00:00,1.44535
62,03.01.2002,14:00:00,1.44525
63,03.01.2002,15:00:00,1.44485
64,03.01.2002,16:00:00,1.44175
65,03.01.2002,17:00:00,1.44015
66,03.01.2002,18:00:00,1.43785
67,03.01.2002,19:00:00,1.43795
68,03.01.2002,20:00:00,1.43715
69,03.01.2002,21:00:00,1.4377
70,03.01.2002,22:00:00,1.43825
71,03.01.2002,23:00:00,1.43905
72,04.01.2002,00:00:00,1.43935
73,04.01.2002,01:00:00,1.43875
74,04.01.2002,02:00:00,1.439
75,04.01.2002,03:00:00,1.43905
76,04.01.2002,04:00:00,1.43985
77,04.01.2002,05:00:00,1.44085
78,04.01.2002,06:00:00,1.44135
79,04.01.2002,07:00:00,1.44165
80,04.01.2002,08:00:00,1.44215
81,04.01.2002,09:00:00,1.43975
82,04.01.2002,10:00:00,1.43965
83,04.01.2002,11:00:00,1.43785
84,04.01.2002,12:00:00,1.43835
85,04.01.2002,13:00:00,1.44015
86,04.01.2002,14:00:00,1.44155
87,04.01.2002,15:00:00,1.44195
88,04.01.2002,16:00:00,1.44145
89,04.01.2002,17:00:00,1.44525
90,04.01.2002,18:00:00,1.4441
91,04.01.2002,19:00:00,1.44655
92,04.01.2002,20:00:00,1.44615
93,04.01.2002,21:00:00,1.44515
94,04.01.2002,22:00:00,1.446
95,04.01.2002,23:00:00,1.4473
96,05.01.2002,00:00:00,1.446
97,05.01.2002,01:00:00,1.44605
98,05.01.2002,02:00:00,1.4474
99,05.01.2002,03:00:00,NA
