#,Id,Name,Latitude,Longitude,Address,ZipCode,City,Country,OpeningHours,Phone,Fax,Email,AccessType
1,ESP1|00007B28FA50B9C0007586AF4302775D,PETRONOR,"43,366194","-2,930028",[redacted],48610,Urduliz,ESP,Sunday [08:00 - 22:00];Monday [07:00 - 22:00];Tuesday [07:00 - 22:00];Wednesday [07:00 - 22:00];T...,[redacted],[redacted],[redacted],Public
2,ESP1|00026B3BB089AB7910A9FCBF0D6E990B,CAMPSA,"37,936639","-1,184222",[redacted],30120,Palmar O Lugar D. Juan,ESP,Sunday [00:00 - 00:00];Monday [00:00 - 00:00];Tuesday [00:00 - 00:00];Wednesday [00:00 - 00:00];T...,[redacted],[redacted],[redacted],Public
3,ESP1|000BD054B3638B39A0F2BE11885310F3,REPSOL,"38,905583","1,417972",[redacted],7800,Eivissa,ESP,Sunday [00:00 - 00:00];Monday [00:00 - 00:00];Tuesday [00:00 - 00:00];Wednesday [00:00 - 00:00];T...,[redacted],[redacted],[redacted],Public
4,ESP1|000F47BDE98B75A0B61F4990A1B92501,REPSOL,"40,434806","-3,704167",[redacted],28015,Madrid,ESP,Monday [07:30 - 20:30];Tuesday [07:30 - 20:30];Wednesday [07:30 - 20:30];Thursday [07:30 - 20:30]...,[redacted],[redacted],[redacted],Public
5,ESP1|000F812C21CD1897B720B2896C2E0EB4,REPSOL,"40,455667","-3,811806",[redacted],28224,Pozuelo De Alarcon,ESP,Sunday [11:00 - 15:00];Monday [07:00 - 23:00];Tuesday [07:00 - 23:00];Wednesday [07:00 - 23:00];T...,[redacted],[redacted],[redacted],Public
6,ESP1|001B0DD07AC3D20762F851C54EAFCA1C,CEPSA,"37,506722","-5,379528",[redacted],41429,Campana (La),ESP,Sunday [00:00 - 00:00];Monday [00:00 - 00:00];Tuesday [00:00 - 00:00];Wednesday [00:00 - 00:00];T...,[redacted],[redacted],[redacted],Public
7,ESP1|00297DA7EF512CDEE6264101BA4B43AA,REPSOL,"40,357556","-1,136722",[redacted],44001,Teruel,ESP,Monday [07:00 - 22:00];Tuesday [07:00 - 22:00];Wednesday [07:00 - 22:00];Thursday [07:00 - 22:00]...,[redacted],[redacted],[redacted],Public
8,ESP1|0034B1C6E73E7CF1D032F9B9ADE6E234,SHELL,"28,661556","-17,77125",[redacted],38710,Breña,ESP,Sunday [06:30 - 22:00];Monday [06:30 - 22:00];Tuesday [06:30 - 22:00];Wednesday [06:30 - 22:00];T...,[redacted],[redacted],[redacted],Public
9,ESP1|003994C16253BDB24EB1EFA2773DB518,BP,"36,911","-6,080528",[redacted],41710,Lebrija,ESP,Sunday [00:00 - 00:00];Monday [00:00 - 00:00];Tuesday [00:00 - 00:00];Wednesday [00:00 - 00:00];T...,[redacted],[redacted],[redacted],Public
10,ESP1|003EB289E894FE07681B858E61BFB328,FEIXAS AULET,"41,984556","2,310056",[redacted],8500,Vic,ESP,Sunday [07:00 - 23:00];Monday [07:00 - 23:00];Tuesday [07:00 - 23:00];Wednesday [07:00 - 23:00];T...,[redacted],[redacted],[redacted],Public
