#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KLAX,01/01/1981,83.0,55.0,999999,999999,0.00,999999,999999,999999,999999
2,KLAX,01/02/1981,80.0,46.0,999999,999999,0.00,999999,999999,999999,999999
3,KLAX,01/03/1981,76.0,48.0,999999,999999,0.00,999999,999999,999999,999999
4,KLAX,01/04/1981,71.0,52.0,999999,999999,0.00,999999,999999,999999,999999
5,KLAX,01/05/1981,65.0,52.0,999999,999999,0.00,999999,999999,999999,999999
6,KLAX,01/06/1981,77.0,46.0,999999,999999,0.00,999999,999999,999999,999999
7,KLAX,01/07/1981,78.0,47.0,999999,999999,0.00,999999,999999,999999,999999
8,KLAX,01/08/1981,69.0,49.0,999999,999999,0.00,999999,999999,999999,999999
9,KLAX,01/09/1981,69.0,43.0,999999,999999,0.00,999999,999999,999999,999999
10,KLAX,01/10/1981,78.0,47.0,999999,999999,0.00,999999,999999,999999,999999
