#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2014,01:00:00,105.28
2,01.01.2014,02:00:00,105.26
3,01.01.2014,03:00:00,NA
4,01.01.2014,04:00:00,NA
5,01.01.2014,05:00:00,NA
6,01.01.2014,06:00:00,NA
7,01.01.2014,07:00:00,105.28
8,01.01.2014,08:00:00,NA
9,01.01.2014,09:00:00,NA
10,01.01.2014,10:00:00,105.288
11,01.01.2014,11:00:00,NA
12,01.01.2014,12:00:00,NA
13,01.01.2014,13:00:00,NA
14,01.01.2014,14:00:00,NA
15,01.01.2014,15:00:00,NA
16,01.01.2014,16:00:00,NA
17,01.01.2014,17:00:00,NA
18,01.01.2014,18:00:00,105.385
19,01.01.2014,19:00:00,105.316
20,01.01.2014,20:00:00,105.3225
21,01.01.2014,21:00:00,105.3145
22,01.01.2014,22:00:00,105.245
23,01.01.2014,23:00:00,105.3665
24,02.01.2014,00:00:00,105.3345
25,02.01.2014,01:00:00,105.318
26,02.01.2014,02:00:00,105.304
27,02.01.2014,03:00:00,105.2455
28,02.01.2014,04:00:00,105.283
29,02.01.2014,05:00:00,105.2945
30,02.01.2014,06:00:00,105.3045
31,02.01.2014,07:00:00,105.325
32,02.01.2014,08:00:00,105.367
33,02.01.2014,09:00:00,105.3565
34,02.01.2014,10:00:00,105.369
35,02.01.2014,11:00:00,105.39
36,02.01.2014,12:00:00,105.397
37,02.01.2014,13:00:00,105.386
38,02.01.2014,14:00:00,105.11
39,02.01.2014,15:00:00,104.857
40,02.01.2014,16:00:00,105.0185
41,02.01.2014,17:00:00,104.845
42,02.01.2014,18:00:00,104.8455
43,02.01.2014,19:00:00,104.678
44,02.01.2014,20:00:00,104.7065
45,02.01.2014,21:00:00,104.756
46,02.01.2014,22:00:00,104.8
47,02.01.2014,23:00:00,104.8345
48,03.01.2014,00:00:00,104.843
49,03.01.2014,01:00:00,104.821
50,03.01.2014,02:00:00,104.7795
51,03.01.2014,03:00:00,104.3105
52,03.01.2014,04:00:00,104.268
53,03.01.2014,05:00:00,104.212
54,03.01.2014,06:00:00,104.2245
55,03.01.2014,07:00:00,104.271
56,03.01.2014,08:00:00,104.368
57,03.01.2014,09:00:00,104.394
58,03.01.2014,10:00:00,104.319
59,03.01.2014,11:00:00,104.4155
60,03.01.2014,12:00:00,104.42
61,03.01.2014,13:00:00,104.476
62,03.01.2014,14:00:00,104.458
63,03.01.2014,15:00:00,104.442
64,03.01.2014,16:00:00,104.4725
65,03.01.2014,17:00:00,104.457
66,03.01.2014,18:00:00,104.4915
67,03.01.2014,19:00:00,104.4685
68,03.01.2014,20:00:00,104.6575
69,03.01.2014,21:00:00,104.78
70,03.01.2014,22:00:00,104.851
71,03.01.2014,23:00:00,104.855
72,04.01.2014,00:00:00,NA
73,04.01.2014,01:00:00,104.855
74,04.01.2014,02:00:00,104.855
75,04.01.2014,03:00:00,NA
76,04.01.2014,04:00:00,NA
77,04.01.2014,05:00:00,NA
78,04.01.2014,06:00:00,NA
79,04.01.2014,07:00:00,NA
80,04.01.2014,08:00:00,NA
81,04.01.2014,09:00:00,NA
82,04.01.2014,10:00:00,NA
83,04.01.2014,11:00:00,NA
84,04.01.2014,12:00:00,NA
85,04.01.2014,13:00:00,NA
86,04.01.2014,14:00:00,NA
87,04.01.2014,15:00:00,NA
88,04.01.2014,16:00:00,NA
89,04.01.2014,17:00:00,NA
90,04.01.2014,18:00:00,NA
91,04.01.2014,19:00:00,NA
92,04.01.2014,20:00:00,NA
93,04.01.2014,21:00:00,NA
94,04.01.2014,22:00:00,NA
95,04.01.2014,23:00:00,NA
96,05.01.2014,00:00:00,104.78
97,05.01.2014,01:00:00,NA
98,05.01.2014,02:00:00,NA
99,05.01.2014,03:00:00,NA
