#,IMONumber,VesselName,VesselTypeCode,InspectionDate,InspectionAuthority,FlagCode,InspectionPort,InspectionType,Detention,Ship_Deficiencies,Deficiency_Description,Technical_ISM_Manager,CountryCode,Website,Email,Phone,Address,CompanyIMO,DateModified
89,9721322,BEAUTY LOTUS,Bulk,6/5/2024,Indonesia,MAI,Tanjong Priok,Follow-up,FALSE,3,1 11113 LIFE SAVING APPLIANCES (Launching arrangements for rescue boats) (13.05.2024) No 2 01320 ...,Josco Yuansheng Shipping Management Co Ltd,CHN,www.josco.com.cnhttp://www.josco.com.cn,[redacted],[redacted],"185, Hunan Lu, Gulou Qu, Nanjing, Jiangsu, 210009, China.",5077381,6/7/2024
90,9836490,ELATI,Bulk,6/6/2024,China,BBD,Dongjiakou,Initial,TRUE,8,1 11104 LIFE SAVING APPLIANCES (Rescue boats) No 2 07101 FIRE SAFETY (Fire prevention structural ...,Helikon Shipping Enterprises Ltd,GBI,http://www.helikship.com,[redacted],[redacted],"2nd Floor, St Clare House, 30-33, Minories, London, EC3N 1DH, United Kingdom",0507368,6/7/2024
91,9386304,GAS LAGOON,LPG,6/6/2024,China,PAN,Yantai,Initial,FALSE,1,1 11103 LIFE SAVING APPLIANCES (Stowage and provision of Lifeboats) (21.02.2024) No,Torino Ship Management Service,UAE,,[redacted],[redacted],"Office 1201, Twin Tower Plot 117-0, Deira, Dubai, United Arab Emirates.",6365472,6/7/2024
92,9621223,HAI ZHI RUN 7,Tank,6/5/2024,China,CHN,Zhoushan,Initial,FALSE,5,1 11102 LIFE SAVING APPLIANCES (Lifeboat inventory) No 2 11105 LIFE SAVING APPLIANCES (Rescue boa...,Unknown,,,[redacted],[redacted],,,6/7/2024
93,9912191,MTT SIBU,Tank,6/7/2024,Singapore,MAL,Singapore,Follow-up,FALSE,6,1 10128 SAFETY OF NAVIGATION (Navigation bridge visibility) No 2 14119 POLLUTION PREVENTION - MAR...,Nautica Ship Management Sdn Bhd,MAL,,[redacted],[redacted],"1st Floor, 22, Jalan Sungai Aur, 42000 Port Klang, Selangor, Malaysia.",5646292,6/7/2024
94,9365154,HS BUSAN,Cont,6/5/2024,China,ABB,Xiamen,Initial,FALSE,4,1 10127 SAFETY OF NAVIGATION (Voyage or passage plan) No 2 03102 WATER/WEATHERTIGHT CONDITIONS (F...,Wessels Reederei GmbH & Co. KG,GER,http://www.wessels.de/,[redacted],[redacted],"Industriestrasse 12-14, 49733 Haren (Ems), Germany.",0999719,6/7/2024
95,9353694,HUAN HANG 17,Bulk,6/7/2024,Russia,PAN,Nakhodka,Follow-up,FALSE,1,1 10116 SAFETY OF NAVIGATION (Nautical publications) No,Xiamen Huanhang Logistics Co Ltd,CHN,,[redacted],[redacted],"406-170, North Building, Building 2, Wanxiang International Business Center, 1692, Gangzhong Lu, ...",6334696,6/7/2024
96,9210438,PLATINUM RAY,PCC,6/6/2024,Australia,BAH,"Brisbane, Qld",Follow-up,FALSE,1,1 09233 LIVING AND WORKING CONDITIONS - WORKING CONDITIONS (Guards - fencing around dangerous mac...,Stamco Ship Management Co. Ltd,GRC,http://www.stamco.gr,[redacted],[redacted],"21 Akti Miaouli, Piraeus 18535 GREECE",1546779,6/7/2024
97,9542582,LUCKY STAR,Bulk,6/6/2024,Malaysia,VNM,"Kota Kinabalu, Sabah",Initial,FALSE,1,1 09203 LIVING AND WORKING CONDITIONS - WORKING CONDITIONS (Lighting (Working spaces)) No,Vietnam Ocean Shipping JSC (VOSCO) (Cong Ty Co Phan Van Tai Bien Viet Nam),VNM,,[redacted],[redacted],"215, Lach Tray, Dang Giang Ward, Ngo Quyen District, Haiphong City, Vietnam.",0105006,6/7/2024
98,9719757,HAFNIA AZOTIC,Chem,6/5/2024,China,MAI,Guangzhou,Initial,FALSE,3,1 07199 FIRE SAFETY (Other (fire safety)) No 2 11101 LIFE SAVING APPLIANCES (Lifeboats) No 3 1111...,Suntech Ship Management Pte Ltd,SNG,http://www.suntech-maritime.com/index.html,[redacted],[redacted],"02-24, Nordic European Centre, 3, International Business Park, Singapore 609927",5197706,6/7/2024
99,9757565,INTERASIA VISION,Cont,6/5/2024,China,SNG,Shenzhen,Initial,FALSE,3,1 07199 FIRE SAFETY (Other (fire safety)) No 2 07114 FIRE SAFETY (Remote Means of control (openin...,Fleet Management Ltd - HKG,HKG,http://www.fleetship.com,[redacted],[redacted],"27th Floor, South Island Place, 8, Wong Chuk Hang Road, Southern, Hong Kong, China",1601573,6/7/2024
100,8961913,XI PING,Gen,6/7/2024,Japan,BZE,Wakamatsu/kitakyushu,Initial,FALSE,3,1 07199 FIRE SAFETY (Other (fire safety)) No 2 01306 CERTIFICATE AND DOCUMENTATION - DOCUMENTS (S...,Yantai Guangtong International Ship Management,CHN,,[redacted],[redacted],"Room 1607, 175, Nan Dajie, Zhifu Qu, Yantai, Shandong, China.",4098993,6/7/2024
