#,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
1,zzy-222@4hf-x35-35z,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,52.834887,-1.305324,[redacted],Derby,Leicestershire,DE74 2BB,GB,[redacted],,,,,,POLYGON
2,zzw-222@8f3-gd4-t5f,,Walmart Distribution,SG_BRAND_89448bb0e8f0f599,Walmart Distribution,Warehousing and Storage,General Warehousing and Storage,493110,30.522685,-88.250584,[redacted],Irvington,AL,36544,US,[redacted],,,,,,POLYGON
3,zzw-222@627-w8y-dgk,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,40.719746,-74.115738,[redacted],Kearny,NJ,07032,US,[redacted],,,,,,POLYGON
4,zzw-223@62k-qv8-4gk,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,42.127764,-71.512861,[redacted],Milford,MA,01757,US,[redacted],,,,,,POLYGON
5,222-222@5q9-bfm-nt9,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,39.794492,-104.980676,[redacted],North Washington,CO,80216,US,[redacted],,,,,,POLYGON
6,zzw-222@5pw-596-4jv,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,41.488956,-87.015952,[redacted],Valparaiso,IN,46383,US,[redacted],,,,,,POLYGON
7,zzw-222@8g8-zy3-gc5,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,35.282461,-84.812254,[redacted],Charleston,TN,37310,US,[redacted],,,,,,POLYGON
8,zzw-222@8dy-gqk-qs5,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,30.314575,-92.02502,[redacted],Carencro,LA,70520,US,[redacted],,,,,,POLYGON
9,zzy-222@8t2-fmv-8jv,,Amazon Distribution,SG_BRAND_fc2573e1b20d6dd1,Amazon Distribution,Warehousing and Storage,General Warehousing and Storage,493110,30.206741,-97.703628,[redacted],Austin,TX,78744,US,[redacted],,,,,,POLYGON
