#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2016,01:00:00,1.085845
2,01.01.2016,02:00:00,1.085845
3,01.01.2016,03:00:00,1.085845
4,01.01.2016,04:00:00,1.0863
5,01.01.2016,05:00:00,1.085845
6,01.01.2016,06:00:00,1.0863
7,01.01.2016,07:00:00,1.085845
8,01.01.2016,08:00:00,1.085845
9,01.01.2016,09:00:00,1.085845
10,01.01.2016,10:00:00,1.085845
11,01.01.2016,11:00:00,1.085845
12,01.01.2016,12:00:00,1.0864
13,01.01.2016,13:00:00,1.085845
14,01.01.2016,14:00:00,1.085845
15,01.01.2016,15:00:00,1.085845
16,01.01.2016,16:00:00,1.085845
17,01.01.2016,17:00:00,1.0863
18,01.01.2016,18:00:00,1.0862
19,01.01.2016,19:00:00,1.0862
20,01.01.2016,20:00:00,1.08614
21,01.01.2016,21:00:00,1.0862
22,01.01.2016,22:00:00,1.0863
23,01.01.2016,23:00:00,NA
24,02.01.2016,00:00:00,NA
25,02.01.2016,01:00:00,NA
26,02.01.2016,02:00:00,NA
27,02.01.2016,03:00:00,NA
28,02.01.2016,04:00:00,NA
29,02.01.2016,05:00:00,NA
30,02.01.2016,06:00:00,NA
31,02.01.2016,07:00:00,NA
32,02.01.2016,08:00:00,NA
33,02.01.2016,09:00:00,NA
34,02.01.2016,10:00:00,NA
35,02.01.2016,11:00:00,NA
36,02.01.2016,12:00:00,NA
37,02.01.2016,13:00:00,NA
38,02.01.2016,14:00:00,NA
39,02.01.2016,15:00:00,NA
40,02.01.2016,16:00:00,NA
41,02.01.2016,17:00:00,NA
42,02.01.2016,18:00:00,NA
43,02.01.2016,19:00:00,NA
44,02.01.2016,20:00:00,NA
45,02.01.2016,21:00:00,NA
46,02.01.2016,22:00:00,NA
47,02.01.2016,23:00:00,NA
48,03.01.2016,00:00:00,NA
49,03.01.2016,01:00:00,NA
50,03.01.2016,02:00:00,NA
51,03.01.2016,03:00:00,NA
52,03.01.2016,04:00:00,NA
53,03.01.2016,05:00:00,NA
54,03.01.2016,06:00:00,NA
55,03.01.2016,07:00:00,NA
56,03.01.2016,08:00:00,NA
57,03.01.2016,09:00:00,NA
58,03.01.2016,10:00:00,NA
59,03.01.2016,11:00:00,NA
60,03.01.2016,12:00:00,NA
61,03.01.2016,13:00:00,NA
62,03.01.2016,14:00:00,NA
63,03.01.2016,15:00:00,NA
64,03.01.2016,16:00:00,NA
65,03.01.2016,17:00:00,NA
66,03.01.2016,18:00:00,NA
67,03.01.2016,19:00:00,1.0857
68,03.01.2016,20:00:00,1.0861
69,03.01.2016,21:00:00,1.0857
70,03.01.2016,22:00:00,1.087215
71,03.01.2016,23:00:00,1.08671
72,04.01.2016,00:00:00,1.085185
73,04.01.2016,01:00:00,1.08455
74,04.01.2016,02:00:00,1.085985
75,04.01.2016,03:00:00,1.08716
76,04.01.2016,04:00:00,1.08713
77,04.01.2016,05:00:00,1.087935
78,04.01.2016,06:00:00,1.08974
79,04.01.2016,07:00:00,1.0889
80,04.01.2016,08:00:00,1.09128
81,04.01.2016,09:00:00,1.09242
82,04.01.2016,10:00:00,1.09292
83,04.01.2016,11:00:00,1.090575
84,04.01.2016,12:00:00,1.091715
85,04.01.2016,13:00:00,1.090755
86,04.01.2016,14:00:00,1.085485
87,04.01.2016,15:00:00,1.0837
88,04.01.2016,16:00:00,1.080265
89,04.01.2016,17:00:00,1.08033
90,04.01.2016,18:00:00,1.081815
91,04.01.2016,19:00:00,1.0822
92,04.01.2016,20:00:00,1.082775
93,04.01.2016,21:00:00,1.0829
94,04.01.2016,22:00:00,1.083125
95,04.01.2016,23:00:00,1.0829
96,05.01.2016,00:00:00,1.0824
97,05.01.2016,01:00:00,1.083155
98,05.01.2016,02:00:00,1.0825
99,05.01.2016,03:00:00,1.081695
