#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KSEA,01/01/1981,52.0,46.0,999999,999999,0.00,999999,999999,999999,999999
2,KSEA,01/02/1981,46.9,42.1,999999,999999,0.00,999999,999999,999999,999999
3,KSEA,01/03/1981,43.0,37.9,999999,999999,0.00,999999,999999,999999,999999
4,KSEA,01/04/1981,39.9,32.0,999999,999999,0.00,999999,999999,999999,999999
5,KSEA,01/05/1981,50.0,34.0,999999,999999,0.00,999999,999999,999999,999999
6,KSEA,01/06/1981,48.0,37.0,999999,999999,0.00,999999,999999,999999,999999
7,KSEA,01/07/1981,51.1,41.0,999999,999999,0.11,999999,999999,999999,999999
8,KSEA,01/08/1981,43.0,35.1,999999,999999,0.00,999999,999999,999999,999999
9,KSEA,01/09/1981,46.9,35.1,999999,999999,0.04,999999,999999,999999,999999
10,KSEA,01/10/1981,55.0,41.0,999999,999999,0.00,999999,999999,999999,999999
11,KSEA,01/11/1981,59.0,37.9,999999,999999,0.00,999999,999999,999999,999999
12,KSEA,01/12/1981,52.0,33.1,999999,999999,0.00,999999,999999,999999,999999
13,KSEA,01/13/1981,52.0,34.0,999999,999999,0.00,999999,999999,999999,999999
14,KSEA,01/14/1981,48.0,34.0,999999,999999,0.00,999999,999999,999999,999999
15,KSEA,01/15/1981,54.0,32.0,999999,999999,0.00,999999,999999,999999,999999
16,KSEA,01/16/1981,53.1,30.9,999999,999999,0.00,999999,999999,999999,999999
17,KSEA,01/17/1981,54.0,28.9,999999,999999,0.00,999999,999999,999999,999999
18,KSEA,01/18/1981,51.1,41.0,999999,999999,0.15,999999,999999,999999,999999
19,KSEA,01/19/1981,59.0,45.0,999999,999999,0.16,999999,999999,999999,999999
20,KSEA,01/20/1981,57.9,46.0,999999,999999,0.01,999999,999999,999999,999999
21,KSEA,01/21/1981,64.0,45.0,999999,999999,0.13,999999,999999,999999,999999
22,KSEA,01/22/1981,62.1,50.0,999999,999999,0.19,999999,999999,999999,999999
23,KSEA,01/23/1981,60.1,46.9,999999,999999,0.16,999999,999999,999999,999999
24,KSEA,01/24/1981,48.0,43.0,999999,999999,0.39,999999,999999,999999,999999
25,KSEA,01/25/1981,46.9,39.9,999999,999999,0.07,999999,999999,999999,999999
