#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2009,01:00:00,NA
2,01.01.2009,02:00:00,NA
3,01.01.2009,03:00:00,NA
4,01.01.2009,04:00:00,NA
5,01.01.2009,05:00:00,1.39765
6,01.01.2009,06:00:00,1.3975
7,01.01.2009,07:00:00,1.39745
8,01.01.2009,08:00:00,NA
9,01.01.2009,09:00:00,1.3993
10,01.01.2009,10:00:00,1.40095
11,01.01.2009,11:00:00,1.4024
12,01.01.2009,12:00:00,1.404
13,01.01.2009,13:00:00,1.40705
14,01.01.2009,14:00:00,1.407
15,01.01.2009,15:00:00,NA
16,01.01.2009,16:00:00,NA
17,01.01.2009,17:00:00,NA
18,01.01.2009,18:00:00,1.3973
19,01.01.2009,19:00:00,1.39595
20,01.01.2009,20:00:00,1.3978
21,01.01.2009,21:00:00,1.39825
22,01.01.2009,22:00:00,1.40435
23,01.01.2009,23:00:00,1.4005
24,02.01.2009,00:00:00,1.4001
25,02.01.2009,01:00:00,1.4018
26,02.01.2009,02:00:00,1.39565
27,02.01.2009,03:00:00,1.3917
28,02.01.2009,04:00:00,1.38885
29,02.01.2009,05:00:00,1.3868
30,02.01.2009,06:00:00,1.38665
31,02.01.2009,07:00:00,1.38425
32,02.01.2009,08:00:00,1.38985
33,02.01.2009,09:00:00,1.3964
34,02.01.2009,10:00:00,1.3948
35,02.01.2009,11:00:00,1.3931
36,02.01.2009,12:00:00,1.39395
37,02.01.2009,13:00:00,1.3865
38,02.01.2009,14:00:00,1.38885
39,02.01.2009,15:00:00,1.39155
40,02.01.2009,16:00:00,1.3938
41,02.01.2009,17:00:00,1.3947
42,02.01.2009,18:00:00,1.38875
43,02.01.2009,19:00:00,1.3857
44,02.01.2009,20:00:00,1.38535
45,02.01.2009,21:00:00,1.38515
46,02.01.2009,22:00:00,1.3921
47,02.01.2009,23:00:00,1.39205
48,03.01.2009,00:00:00,1.39205
49,03.01.2009,01:00:00,1.39205
50,03.01.2009,02:00:00,1.39205
51,03.01.2009,03:00:00,1.39205
52,03.01.2009,04:00:00,1.39205
53,03.01.2009,05:00:00,NA
54,03.01.2009,06:00:00,NA
55,03.01.2009,07:00:00,NA
56,03.01.2009,08:00:00,NA
57,03.01.2009,09:00:00,NA
58,03.01.2009,10:00:00,NA
59,03.01.2009,11:00:00,NA
60,03.01.2009,12:00:00,NA
61,03.01.2009,13:00:00,NA
62,03.01.2009,14:00:00,NA
63,03.01.2009,15:00:00,NA
64,03.01.2009,16:00:00,NA
65,03.01.2009,17:00:00,NA
66,03.01.2009,18:00:00,NA
67,03.01.2009,19:00:00,NA
68,03.01.2009,20:00:00,NA
69,03.01.2009,21:00:00,NA
70,03.01.2009,22:00:00,NA
71,03.01.2009,23:00:00,1.39215
72,04.01.2009,00:00:00,1.39215
73,04.01.2009,01:00:00,NA
74,04.01.2009,02:00:00,NA
75,04.01.2009,03:00:00,NA
76,04.01.2009,04:00:00,1.3917
77,04.01.2009,05:00:00,NA
78,04.01.2009,06:00:00,NA
79,04.01.2009,07:00:00,NA
80,04.01.2009,08:00:00,NA
81,04.01.2009,09:00:00,NA
82,04.01.2009,10:00:00,NA
83,04.01.2009,11:00:00,NA
84,04.01.2009,12:00:00,NA
85,04.01.2009,13:00:00,NA
86,04.01.2009,14:00:00,NA
87,04.01.2009,15:00:00,NA
88,04.01.2009,16:00:00,NA
89,04.01.2009,17:00:00,NA
90,04.01.2009,18:00:00,1.39185
91,04.01.2009,19:00:00,1.39105
92,04.01.2009,20:00:00,1.3903
93,04.01.2009,21:00:00,1.39025
94,04.01.2009,22:00:00,1.39065
95,04.01.2009,23:00:00,1.38885
96,05.01.2009,00:00:00,1.3959
97,05.01.2009,01:00:00,1.39475
98,05.01.2009,02:00:00,1.39295
99,05.01.2009,03:00:00,1.3859
