#,AWIS_Station_ID,date,Max_Temp,Min_Temp,MaxST,MinST,Precip,Evap,PEvap,Solar_rad,Sunshine
1,KSLC,01/01/1949,36,18,999999,999999,0.08,999999,999999,999999,999999
2,KSLC,01/02/1949,22,1,999999,999999,0.00,999999,999999,999999,999999
3,KSLC,01/03/1949,14,-2,999999,999999,0.00,999999,999999,999999,999999
4,KSLC,01/04/1949,15,-8,999999,999999,0.00,999999,999999,999999,999999
5,KSLC,01/05/1949,16,-3,999999,999999,0.00,999999,999999,999999,999999
6,KSLC,01/06/1949,17,3,999999,999999,0.00,999999,999999,999999,999999
7,KSLC,01/07/1949,21,-1,999999,999999,0.00,999999,999999,999999,999999
8,KSLC,01/08/1949,20,10,999999,999999,0.18,999999,999999,999999,999999
9,KSLC,01/09/1949,18,5,999999,999999,0.15,999999,999999,999999,999999
10,KSLC,01/10/1949,20,7,999999,999999,0.04,999999,999999,999999,999999
11,KSLC,01/11/1949,19,2,999999,999999,0.05,999999,999999,999999,999999
12,KSLC,01/12/1949,25,12,999999,999999,0.07,999999,999999,999999,999999
13,KSLC,01/13/1949,33,20,999999,999999,0.21,999999,999999,999999,999999
14,KSLC,01/14/1949,34,23,999999,999999,0.08,999999,999999,999999,999999
15,KSLC,01/15/1949,26,5,999999,999999,0.08,999999,999999,999999,999999
16,KSLC,01/16/1949,21,-1,999999,999999,0.00,999999,999999,999999,999999
17,KSLC,01/17/1949,17,-6,999999,999999,0.00,999999,999999,999999,999999
18,KSLC,01/18/1949,24,1,999999,999999,0.00,999999,999999,999999,999999
19,KSLC,01/19/1949,25,0,999999,999999,0.00,999999,999999,999999,999999
20,KSLC,01/20/1949,20,-5,999999,999999,0.29,999999,999999,999999,999999
21,KSLC,01/21/1949,36,-6,999999,999999,0.00,999999,999999,999999,999999
22,KSLC,01/22/1949,35,19,999999,999999,0.59,999999,999999,999999,999999
23,KSLC,01/23/1949,23,7,999999,999999,0.31,999999,999999,999999,999999
24,KSLC,01/24/1949,19,-6,999999,999999,0.00,999999,999999,999999,999999
25,KSLC,01/25/1949,8,-22,999999,999999,0.00,999999,999999,999999,999999
26,KSLC,01/26/1949,18,-15,999999,999999,0.00,999999,999999,999999,999999
27,KSLC,01/27/1949,15,-6,999999,999999,0.15,999999,999999,999999,999999
28,KSLC,01/28/1949,18,-8,999999,999999,0.01,999999,999999,999999,999999
29,KSLC,01/29/1949,18,-12,999999,999999,0.00,999999,999999,999999,999999
30,KSLC,01/30/1949,18,7,999999,999999,0.00,999999,999999,999999,999999
31,KSLC,01/31/1949,21,5,999999,999999,0.02,999999,999999,999999,999999
32,KSLC,02/01/1949,20,0,999999,999999,0.00,999999,999999,999999,999999
33,KSLC,02/02/1949,20,-4,999999,999999,0.03,999999,999999,999999,999999
34,KSLC,02/03/1949,25,-10,999999,999999,0.00,999999,999999,999999,999999
35,KSLC,02/04/1949,28,8,999999,999999,0.00,999999,999999,999999,999999
36,KSLC,02/05/1949,27,2,999999,999999,0.12,999999,999999,999999,999999
37,KSLC,02/06/1949,30,1,999999,999999,0.00,999999,999999,999999,999999
38,KSLC,02/07/1949,30,15,999999,999999,0.03,999999,999999,999999,999999
39,KSLC,02/08/1949,22,8,999999,999999,0.00,999999,999999,999999,999999
40,KSLC,02/09/1949,31,19,999999,999999,0.00,999999,999999,999999,999999
41,KSLC,02/10/1949,41,25,999999,999999,0.00,999999,999999,999999,999999
42,KSLC,02/11/1949,45,23,999999,999999,0.22,999999,999999,999999,999999
43,KSLC,02/12/1949,24,1,999999,999999,0.22,999999,999999,999999,999999
44,KSLC,02/13/1949,18,-9,999999,999999,0.00,999999,999999,999999,999999
45,KSLC,02/14/1949,19,-4,999999,999999,0.00,999999,999999,999999,999999
46,KSLC,02/15/1949,34,16,999999,999999,0.00,999999,999999,999999,999999
47,KSLC,02/16/1949,42,26,999999,999999,0.00,999999,999999,999999,999999
48,KSLC,02/17/1949,40,19,999999,999999,0.00,999999,999999,999999,999999
49,KSLC,02/18/1949,43,16,999999,999999,0.00,999999,999999,999999,999999
50,KSLC,02/19/1949,37,16,999999,999999,0.00,999999,999999,999999,999999
