#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,-4.2,-1.3,0.0,1014.1,0.0,0.0,1014.3,0.0,84.0,0.0,81.0,2.5,3.8,306.0,312.0,NW,NW,-4.6,0.0,snow
2,2003-01-01 01:00,-3.9,-1.2,0.0,1013.4,0.0,0.0,1013.6,0.0,81.0,0.0,82.0,2.6,4.0,308.0,314.0,NW,NW,-4.6,0.0,snow
3,2003-01-01 02:00,-3.4,-1.1,0.0,1013.0,0.0,0.0,1013.3,0.0,82.0,0.0,84.0,2.3,3.7,322.0,328.0,NW,NW,-4.0,0.0,snow
4,2003-01-01 03:00,-3.1,-0.8,10.0,1012.7,0.0,0.0,1012.9,0.0,90.0,0.0,85.0,2.3,3.7,332.0,340.0,NW,N,-3.8,0.0,snow
5,2003-01-01 04:00,-2.7,-0.7,10.0,1011.7,0.0,0.0,1011.9,0.0,95.0,0.0,86.0,2.6,4.4,329.0,338.0,NW,N,-3.9,0.0,snow
6,2003-01-01 05:00,-2.3,-0.5,10.0,1010.7,0.0,0.0,1010.9,0.0,99.0,0.0,88.0,2.8,4.7,333.0,344.0,NW,N,-3.9,0.0,snow
7,2003-01-01 06:00,-1.9,-0.4,0.0,1009.2,0.0,0.0,1009.5,0.0,99.0,0.0,89.0,3.4,5.8,327.0,336.0,NW,NW,-4.3,0.0,snow
8,2003-01-01 07:00,-1.5,-0.1,10.0,1008.4,0.0,0.0,1008.6,0.0,99.0,0.0,90.0,3.8,6.6,338.0,347.0,N,N,-4.3,0.0,snow
9,2003-01-01 08:00,-1.1,0.1,0.0,1007.1,0.0,0.0,1007.3,0.0,100.0,0.0,92.0,4.1,7.1,331.0,339.0,NW,N,-4.2,0.0,ice pellets
10,2003-01-01 09:00,-0.7,0.4,0.0,1005.6,0.0,0.0,1005.8,17.0,100.0,0.0,93.0,4.6,7.9,330.0,339.0,NW,N,-4.2,0.0,rain
11,2003-01-01 10:00,-0.1,0.8,0.0,1003.8,0.0,0.0,1004.1,48.0,100.0,0.1,94.0,5.2,9.5,320.0,329.0,NW,NW,-4.1,1.0,rain
12,2003-01-01 11:00,0.6,1.3,0.0,1001.5,0.0,0.0,1001.7,60.0,100.0,0.7,95.0,6.1,10.6,322.0,328.0,NW,NW,-3.9,1.0,rain
13,2003-01-01 12:00,1.7,2.3,0.0,999.0,0.0,0.0,999.2,25.0,100.0,1.7,96.0,6.5,10.6,331.0,336.0,NW,NW,-2.7,0.0,rain
14,2003-01-01 13:00,3.1,3.5,40.0,996.4,0.0,0.0,996.6,14.0,100.0,2.1,97.0,5.9,9.8,339.0,346.0,N,N,-1.0,0.0,rain
15,2003-01-01 14:00,4.5,4.7,50.0,994.1,0.0,0.0,994.4,9.0,100.0,1.7,98.0,6.0,10.1,356.0,3.0,N,N,0.5,0.0,rain
16,2003-01-01 15:00,6.1,6.2,90.0,992.4,0.0,0.0,992.6,6.0,100.0,0.8,99.0,7.0,11.5,11.0,16.0,N,N,2.1,0.0,rain
17,2003-01-01 16:00,7.5,7.8,110.0,990.7,0.0,0.0,990.9,1.0,100.0,0.6,98.0,8.0,12.5,18.0,21.0,N,N,3.7,0.0,rain
18,2003-01-01 17:00,8.2,8.6,20.0,989.3,0.0,0.0,989.5,0.0,100.0,1.1,97.0,8.4,13.1,22.0,24.0,N,NE,4.8,0.0,rain
19,2003-01-01 18:00,8.5,9.1,10.0,987.8,0.0,0.0,988.0,0.0,100.0,1.4,96.0,8.3,13.5,31.0,34.0,NE,NE,5.4,0.0,rain
20,2003-01-01 19:00,8.8,9.5,50.0,987.4,0.0,0.0,987.6,0.0,100.0,1.1,95.0,8.6,14.0,49.0,52.0,NE,NE,5.8,0.0,rain
