#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2011,01:00:00,81.13
2,01.01.2011,02:00:00,NA
3,01.01.2011,03:00:00,NA
4,01.01.2011,04:00:00,NA
5,01.01.2011,05:00:00,NA
6,01.01.2011,06:00:00,NA
7,01.01.2011,07:00:00,81.13
8,01.01.2011,08:00:00,NA
9,01.01.2011,09:00:00,NA
10,01.01.2011,10:00:00,NA
11,01.01.2011,11:00:00,NA
12,01.01.2011,12:00:00,NA
13,01.01.2011,13:00:00,NA
14,01.01.2011,14:00:00,NA
15,01.01.2011,15:00:00,NA
16,01.01.2011,16:00:00,NA
17,01.01.2011,17:00:00,NA
18,01.01.2011,18:00:00,NA
19,01.01.2011,19:00:00,81.175
20,01.01.2011,20:00:00,NA
21,01.01.2011,21:00:00,NA
22,01.01.2011,22:00:00,NA
23,01.01.2011,23:00:00,NA
24,02.01.2011,00:00:00,NA
25,02.01.2011,01:00:00,81.135
26,02.01.2011,02:00:00,NA
27,02.01.2011,03:00:00,NA
28,02.01.2011,04:00:00,NA
29,02.01.2011,05:00:00,81.215
30,02.01.2011,06:00:00,NA
31,02.01.2011,07:00:00,81.215
32,02.01.2011,08:00:00,81.23
33,02.01.2011,09:00:00,NA
34,02.01.2011,10:00:00,NA
35,02.01.2011,11:00:00,81.215
36,02.01.2011,12:00:00,NA
37,02.01.2011,13:00:00,NA
38,02.01.2011,14:00:00,81.215
39,02.01.2011,15:00:00,81.16
40,02.01.2011,16:00:00,NA
41,02.01.2011,17:00:00,NA
42,02.01.2011,18:00:00,81.125
43,02.01.2011,19:00:00,81.346
44,02.01.2011,20:00:00,81.33
45,02.01.2011,21:00:00,81.345
46,02.01.2011,22:00:00,81.23
47,02.01.2011,23:00:00,81.036
48,03.01.2011,00:00:00,81.13
49,03.01.2011,01:00:00,81.3215
50,03.01.2011,02:00:00,81.31
51,03.01.2011,03:00:00,81.315
52,03.01.2011,04:00:00,81.28
53,03.01.2011,05:00:00,81.255
54,03.01.2011,06:00:00,81.255
55,03.01.2011,07:00:00,81.265
56,03.01.2011,08:00:00,81.3335
57,03.01.2011,09:00:00,81.335
58,03.01.2011,10:00:00,81.425
59,03.01.2011,11:00:00,81.405
60,03.01.2011,12:00:00,81.445
61,03.01.2011,13:00:00,81.4565
62,03.01.2011,14:00:00,81.535
63,03.01.2011,15:00:00,81.72
64,03.01.2011,16:00:00,81.6945
65,03.01.2011,17:00:00,81.565
66,03.01.2011,18:00:00,81.555
67,03.01.2011,19:00:00,81.581
68,03.01.2011,20:00:00,81.625
69,03.01.2011,21:00:00,81.735
70,03.01.2011,22:00:00,81.736
71,03.01.2011,23:00:00,81.742
72,04.01.2011,00:00:00,81.68
73,04.01.2011,01:00:00,81.755
74,04.01.2011,02:00:00,81.865
75,04.01.2011,03:00:00,81.915
76,04.01.2011,04:00:00,81.975
77,04.01.2011,05:00:00,82.13
78,04.01.2011,06:00:00,82.144
79,04.01.2011,07:00:00,82.133
80,04.01.2011,08:00:00,82.2765
81,04.01.2011,09:00:00,82.21
82,04.01.2011,10:00:00,82.124
83,04.01.2011,11:00:00,82.175
84,04.01.2011,12:00:00,82.215
85,04.01.2011,13:00:00,82.14
86,04.01.2011,14:00:00,82.195
87,04.01.2011,15:00:00,82.16
88,04.01.2011,16:00:00,82.015
89,04.01.2011,17:00:00,81.965
90,04.01.2011,18:00:00,81.8
91,04.01.2011,19:00:00,81.925
92,04.01.2011,20:00:00,82.005
93,04.01.2011,21:00:00,82.04
94,04.01.2011,22:00:00,82.048
95,04.01.2011,23:00:00,82.1
96,05.01.2011,00:00:00,82.054
97,05.01.2011,01:00:00,82.025
98,05.01.2011,02:00:00,82.134
99,05.01.2011,03:00:00,82.105
