#,Date(dd.mm.yyyy),GMT-Time(HH:00:00),CloseMid
1,01.01.2003,01:00:00,118.61
2,01.01.2003,02:00:00,NA
3,01.01.2003,03:00:00,NA
4,01.01.2003,04:00:00,NA
5,01.01.2003,05:00:00,118.61
6,01.01.2003,06:00:00,NA
7,01.01.2003,07:00:00,NA
8,01.01.2003,08:00:00,118.775
9,01.01.2003,09:00:00,118.775
10,01.01.2003,10:00:00,NA
11,01.01.2003,11:00:00,NA
12,01.01.2003,12:00:00,118.61
13,01.01.2003,13:00:00,NA
14,01.01.2003,14:00:00,NA
15,01.01.2003,15:00:00,NA
16,01.01.2003,16:00:00,NA
17,01.01.2003,17:00:00,NA
18,01.01.2003,18:00:00,118.64
19,01.01.2003,19:00:00,118.72
20,01.01.2003,20:00:00,118.7
21,01.01.2003,21:00:00,118.69
22,01.01.2003,22:00:00,118.735
23,01.01.2003,23:00:00,118.765
24,02.01.2003,00:00:00,118.785
25,02.01.2003,01:00:00,118.76
26,02.01.2003,02:00:00,118.845
27,02.01.2003,03:00:00,118.95
28,02.01.2003,04:00:00,118.995
29,02.01.2003,05:00:00,118.96
30,02.01.2003,06:00:00,118.945
31,02.01.2003,07:00:00,118.94
32,02.01.2003,08:00:00,119.4
33,02.01.2003,09:00:00,119.22
34,02.01.2003,10:00:00,119.05
35,02.01.2003,11:00:00,118.91
36,02.01.2003,12:00:00,118.92
37,02.01.2003,13:00:00,119.11
38,02.01.2003,14:00:00,118.93
39,02.01.2003,15:00:00,118.98
40,02.01.2003,16:00:00,119.8
41,02.01.2003,17:00:00,119.85
42,02.01.2003,18:00:00,120.09
43,02.01.2003,19:00:00,120.05
44,02.01.2003,20:00:00,119.94
45,02.01.2003,21:00:00,120.04
46,02.01.2003,22:00:00,120.11
47,02.01.2003,23:00:00,120.065
48,03.01.2003,00:00:00,120.265
49,03.01.2003,01:00:00,120.08
50,03.01.2003,02:00:00,119.855
51,03.01.2003,03:00:00,119.935
52,03.01.2003,04:00:00,119.94
53,03.01.2003,05:00:00,119.875
54,03.01.2003,06:00:00,120.065
55,03.01.2003,07:00:00,120.07
56,03.01.2003,08:00:00,120.09
57,03.01.2003,09:00:00,120.15
58,03.01.2003,10:00:00,120.14
59,03.01.2003,11:00:00,119.74
60,03.01.2003,12:00:00,119.895
61,03.01.2003,13:00:00,119.93
62,03.01.2003,14:00:00,119.84
63,03.01.2003,15:00:00,119.885
64,03.01.2003,16:00:00,119.78
65,03.01.2003,17:00:00,119.83
66,03.01.2003,18:00:00,119.815
67,03.01.2003,19:00:00,119.9
68,03.01.2003,20:00:00,119.79
69,03.01.2003,21:00:00,119.74
70,03.01.2003,22:00:00,119.68
71,03.01.2003,23:00:00,119.72
72,04.01.2003,00:00:00,119.72
73,04.01.2003,01:00:00,119.665
74,04.01.2003,02:00:00,119.75
75,04.01.2003,03:00:00,NA
76,04.01.2003,04:00:00,NA
77,04.01.2003,05:00:00,119.75
78,04.01.2003,06:00:00,NA
79,04.01.2003,07:00:00,119.665
80,04.01.2003,08:00:00,119.6
81,04.01.2003,09:00:00,NA
82,04.01.2003,10:00:00,NA
83,04.01.2003,11:00:00,119.615
84,04.01.2003,12:00:00,NA
85,04.01.2003,13:00:00,119.665
86,04.01.2003,14:00:00,NA
87,04.01.2003,15:00:00,119.62
88,04.01.2003,16:00:00,NA
89,04.01.2003,17:00:00,NA
90,04.01.2003,18:00:00,NA
91,04.01.2003,19:00:00,NA
92,04.01.2003,20:00:00,119.665
93,04.01.2003,21:00:00,NA
94,04.01.2003,22:00:00,NA
95,04.01.2003,23:00:00,NA
96,05.01.2003,00:00:00,NA
97,05.01.2003,01:00:00,119.515
98,05.01.2003,02:00:00,NA
99,05.01.2003,03:00:00,119.665
