#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KSEA,01/01/1948,51.1,42.1,999999,999999,0.00,999999,999999,999999,999999
2,KSEA,01/02/1948,51.1,42.1,999999,999999,0.47,999999,999999,999999,999999
3,KSEA,01/03/1948,45.0,36.0,999999,999999,0.59,999999,999999,999999,999999
4,KSEA,01/04/1948,45.0,35.1,999999,999999,0.42,999999,999999,999999,999999
5,KSEA,01/05/1948,45.0,34.0,999999,999999,0.31,999999,999999,999999,999999
6,KSEA,01/06/1948,45.0,32.0,999999,999999,0.17,999999,999999,999999,999999
7,KSEA,01/07/1948,48.0,39.0,999999,999999,0.44,999999,999999,999999,999999
8,KSEA,01/08/1948,50.0,39.9,999999,999999,0.41,999999,999999,999999,999999
9,KSEA,01/09/1948,48.0,35.1,999999,999999,0.04,999999,999999,999999,999999
10,KSEA,01/10/1948,50.0,30.9,999999,999999,0.12,999999,999999,999999,999999
11,KSEA,01/11/1948,43.0,34.0,999999,999999,0.74,999999,999999,999999,999999
12,KSEA,01/12/1948,42.1,32.0,999999,999999,0.01,999999,999999,999999,999999
13,KSEA,01/13/1948,41.0,26.1,999999,999999,0.00,999999,999999,999999,999999
14,KSEA,01/14/1948,45.0,28.9,999999,999999,0.00,999999,999999,999999,999999
15,KSEA,01/15/1948,37.9,26.1,999999,999999,0.00,999999,999999,999999,999999
16,KSEA,01/16/1948,34.0,30.9,999999,999999,0.00,999999,999999,999999,999999
17,KSEA,01/17/1948,34.0,28.0,999999,999999,0.00,999999,999999,999999,999999
18,KSEA,01/18/1948,35.1,28.9,999999,999999,0.00,999999,999999,999999,999999
19,KSEA,01/19/1948,33.1,28.0,999999,999999,0.00,999999,999999,999999,999999
20,KSEA,01/20/1948,34.0,27.0,999999,999999,0.00,999999,999999,999999,999999
21,KSEA,01/21/1948,36.0,28.9,999999,999999,0.00,999999,999999,999999,999999
22,KSEA,01/22/1948,48.0,32.0,999999,999999,0.00,999999,999999,999999,999999
23,KSEA,01/23/1948,46.9,44.1,999999,999999,0.21,999999,999999,999999,999999
24,KSEA,01/24/1948,46.9,43.0,999999,999999,0.00,999999,999999,999999,999999
25,KSEA,01/25/1948,45.0,34.0,999999,999999,0.10,999999,999999,999999,999999
