#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,VIDP,01/01/2011,60.8,48.2,999999,999999,0.00,0.11,0.05,3281,7
2,VIDP,01/02/2011,55.4,46.4,999999,999999,0.00,0.09,0.03,1848,2
3,VIDP,01/03/2011,57.2,48.2,999999,999999,0.00,0.10,0.02,2185,3
4,VIDP,01/04/2011,55.4,39.2,999999,999999,0.00,0.07,0.01,2060,3
5,VIDP,01/05/2011,64.4,41.0,999999,999999,0.00,0.15,0.06,2143,3
6,VIDP,01/06/2011,55.4,42.8,999999,999999,0.00,0.09,0.01,2478,4
7,VIDP,01/07/2011,59.0,39.2,999999,999999,0.00,0.11,0.02,1987,2
8,VIDP,01/08/2011,57.2,39.2,999999,999999,0.00,0.10,0.01,1738,2
9,VIDP,01/09/2011,51.8,42.8,999999,999999,0.00,0.07,0.00,1540,1
10,VIDP,01/10/2011,57.2,41.0,999999,999999,0.00,0.11,0.04,2286,3
11,VIDP,01/11/2011,64.4,39.2,999999,999999,0.00,999999,0.09,999999,999999
12,VIDP,01/12/2011,68.0,42.8,999999,999999,0.00,999999,0.07,999999,999999
13,VIDP,01/13/2011,77.0,46.4,999999,999999,0.00,0.22,0.08,3005,5
14,VIDP,01/14/2011,75.2,51.8,999999,999999,0.00,0.20,0.11,3539,7
15,VIDP,01/15/2011,69.8,53.6,999999,999999,0.00,0.19,0.13,4030,9
16,VIDP,01/16/2011,62.6,46.4,999999,999999,0.00,999999,0.09,999999,999999
17,VIDP,01/17/2011,66.2,42.8,999999,999999,0.00,999999,0.12,999999,999999
18,VIDP,01/18/2011,69.8,44.6,999999,999999,0.00,0.19,0.10,3934,8
19,VIDP,01/19/2011,66.2,41.0,999999,999999,0.00,999999,0.11,999999,999999
20,VIDP,01/20/2011,68.0,41.0,999999,999999,0.00,0.18,0.11,3936,8
21,VIDP,01/21/2011,71.6,44.6,999999,999999,0.00,0.20,0.11,4242,9
22,VIDP,01/22/2011,71.6,50.0,999999,999999,0.00,0.18,0.09,3854,8
23,VIDP,01/23/2011,71.6,50.0,999999,999999,0.00,0.19,0.10,3074,5
24,VIDP,01/24/2011,69.8,46.4,999999,999999,0.00,0.18,0.12,4423,9
25,VIDP,01/25/2011,69.8,46.4,999999,999999,0.00,999999,0.09,999999,999999
