#,time,dewpoint_2meter,temperature_2meter,cape_index,mean_sea_level_pressure,snow_depth,snowfall,surface_pressure,solar_radiation_surface,total_cloud_cover,total_precipitation,relative_humidity,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_direction_text_10m,wind_direction_text_100m,windchill,uv_index,precipitation_type
1,2003-01-01 00:00,-11.1,-7.8,0.0,1020.4,0.0,0.0,1013.8,0.0,0.0,0.0,77.0,3.5,6.7,307.0,311.0,NW,NW,-13.4,0.0,no precipitation
2,2003-01-01 01:00,-11.6,-8.1,0.0,1020.0,0.0,0.0,1013.4,0.0,0.0,0.0,76.0,3.5,6.6,309.0,313.0,NW,NW,-13.8,0.0,no precipitation
3,2003-01-01 02:00,-12.1,-8.5,0.0,1019.5,0.0,0.0,1012.9,0.0,0.0,0.0,75.0,3.5,6.7,311.0,316.0,NW,NW,-14.2,0.0,no precipitation
4,2003-01-01 03:00,-12.8,-9.0,0.0,1018.9,0.0,0.0,1012.3,0.0,0.0,0.0,74.0,3.4,6.7,311.0,317.0,NW,NW,-14.8,0.0,no precipitation
5,2003-01-01 04:00,-13.4,-9.6,0.0,1018.0,0.0,0.0,1011.5,0.0,0.0,0.0,74.0,3.4,6.8,312.0,317.0,NW,NW,-15.6,0.0,no precipitation
6,2003-01-01 05:00,-14.0,-10.1,0.0,1017.1,0.0,0.0,1010.5,0.0,0.0,0.0,73.0,3.5,6.9,316.0,321.0,NW,NW,-16.2,0.0,no precipitation
7,2003-01-01 06:00,-14.1,-10.5,0.0,1016.7,0.0,0.0,1010.1,0.0,0.0,0.0,75.0,3.3,6.8,319.0,325.0,NW,NW,-16.5,0.0,no precipitation
8,2003-01-01 07:00,-14.5,-10.9,0.0,1016.0,0.0,0.0,1009.4,0.0,0.0,0.0,74.0,3.5,7.0,321.0,326.0,NW,NW,-17.2,0.0,no precipitation
9,2003-01-01 08:00,-14.6,-11.0,0.0,1015.4,0.0,0.0,1008.8,12.0,2.0,0.0,74.0,3.8,7.2,324.0,329.0,NW,NW,-17.6,0.0,no precipitation
10,2003-01-01 09:00,-14.4,-10.4,0.0,1014.5,0.0,0.0,1007.9,85.0,0.0,0.0,73.0,3.9,6.9,329.0,334.0,NW,NW,-17.0,1.0,no precipitation
11,2003-01-01 10:00,-13.6,-9.1,0.0,1013.4,0.0,0.0,1006.8,156.0,19.0,0.0,70.0,3.2,4.8,333.0,337.0,NW,NW,-14.7,1.0,snow
12,2003-01-01 11:00,-12.6,-8.1,0.0,1011.9,0.0,0.0,1005.4,181.0,97.0,0.0,70.0,3.0,4.3,333.0,337.0,NW,NW,-13.3,2.0,snow
13,2003-01-01 12:00,-11.4,-7.4,0.0,1010.3,0.0,0.0,1003.8,138.0,100.0,0.0,73.0,3.1,4.5,333.0,336.0,NW,NW,-12.6,1.0,snow
14,2003-01-01 13:00,-10.4,-6.6,0.0,1009.5,0.0,0.0,1003.0,111.0,100.0,0.0,75.0,2.9,4.3,344.0,347.0,N,N,-11.4,1.0,snow
15,2003-01-01 14:00,-9.4,-6.0,0.0,1008.5,0.0,0.0,1002.0,51.0,98.0,0.0,77.0,3.0,4.6,334.0,340.0,NW,N,-10.6,1.0,snow
16,2003-01-01 15:00,-8.5,-5.6,0.0,1007.1,0.0,0.0,1000.6,18.0,99.0,0.0,80.0,3.1,5.7,334.0,342.0,NW,N,-10.4,0.0,snow
17,2003-01-01 16:00,-7.6,-5.4,0.0,1005.7,0.0,0.0,999.4,0.0,100.0,0.0,84.0,3.4,6.4,330.0,342.0,NW,N,-10.4,0.0,snow
18,2003-01-01 17:00,-6.6,-4.6,0.0,1003.9,0.0,0.0,997.6,0.0,100.0,0.0,86.0,3.6,6.9,330.0,343.0,NW,N,-9.6,0.0,snow
19,2003-01-01 18:00,-5.5,-3.9,0.0,1001.8,0.0,0.0,995.5,0.0,100.0,0.0,88.0,4.1,7.8,330.0,341.0,NW,N,-9.1,0.0,snow
20,2003-01-01 19:00,-4.3,-3.2,0.0,1000.4,0.0,0.4,994.1,0.0,100.0,0.4,92.0,4.3,8.2,335.0,346.0,NW,N,-8.4,0.0,snow
