#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,VHHH,01/01/2011,65.7,55.4,999999,999999,0.00,0.17,0.16,5090,11
2,VHHH,01/02/2011,64.2,57.2,999999,999999,0.00,0.15,0.13,4456,9
3,VHHH,01/03/2011,62.6,50.0,999999,999999,0.01,0.11,0.12,4036,8
4,VHHH,01/04/2011,53.4,48.2,999999,999999,0.13,0.08,0.05,4054,8
5,VHHH,01/05/2011,60.8,51.8,999999,999999,0.00,0.10,0.08,4072,8
6,VHHH,01/06/2011,60.8,51.8,999999,999999,0.02,0.14,0.15,4473,9
7,VHHH,01/07/2011,54.9,46.4,999999,999999,0.00,0.12,0.12,4877,10
8,VHHH,01/08/2011,61.5,50.0,999999,999999,0.00,999999,0.09,999999,999999
9,VHHH,01/09/2011,62.8,53.6,999999,999999,0.00,999999,0.14,999999,999999
10,VHHH,01/10/2011,58.3,50.0,999999,999999,0.00,999999,0.11,999999,999999
11,VHHH,01/11/2011,55.4,48.2,999999,999999,0.00,0.13,0.15,4769,9
12,VHHH,01/12/2011,48.9,42.8,999999,999999,0.24,0.08,0.03,4201,8
13,VHHH,01/13/2011,59.2,46.4,999999,999999,0.01,0.11,0.08,4722,9
14,VHHH,01/14/2011,65.5,55.4,999999,999999,0.00,0.13,0.11,5031,10
15,VHHH,01/15/2011,64.4,53.6,999999,999999,0.00,0.18,0.23,5219,10
16,VHHH,01/16/2011,58.3,48.2,999999,999999,0.00,0.13,0.11,4755,9
17,VHHH,01/17/2011,57.7,48.2,999999,999999,0.00,0.13,0.11,5097,10
18,VHHH,01/18/2011,64.4,55.4,999999,999999,0.00,999999,0.08,999999,999999
19,VHHH,01/19/2011,65.1,57.2,999999,999999,0.00,0.15,0.13,5142,10
20,VHHH,01/20/2011,63.9,57.2,999999,999999,0.00,0.15,0.15,4419,8
21,VHHH,01/21/2011,62.2,50.0,999999,999999,0.00,0.15,0.16,5261,10
22,VHHH,01/22/2011,57.7,50.0,999999,999999,0.00,0.11,0.08,4553,8
23,VHHH,01/23/2011,62.6,55.4,999999,999999,0.00,999999,0.12,999999,999999
24,VHHH,01/24/2011,57.6,53.6,999999,999999,0.00,0.13,0.13,4979,9
25,VHHH,01/25/2011,60.4,53.6,999999,999999,0.00,0.12,0.10,4931,9
