#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KSEA,01/01/2001,48.0,37.9,999999,999999,0.28,0.06,0.00,483,1
2,KSEA,01/02/2001,50.0,34.0,999999,999999,0.00,0.07,0.00,500,1
3,KSEA,01/03/2001,55.0,41.0,999999,999999,0.00,0.10,0.00,451,0
4,KSEA,01/04/2001,48.9,41.0,999999,999999,0.38,0.08,0.00,422,0
5,KSEA,01/05/2001,55.0,45.0,999999,999999,0.77,0.07,0.00,531,1
6,KSEA,01/06/2001,50.0,39.9,999999,999999,0.02,0.08,0.04,747,2
7,KSEA,01/07/2001,46.0,34.0,999999,999999,0.00,0.08,0.02,1040,5
8,KSEA,01/08/2001,55.9,37.0,999999,999999,0.00,0.14,0.08,587,1
9,KSEA,01/09/2001,50.0,33.1,999999,999999,0.05,0.07,0.00,486,0
10,KSEA,01/10/2001,48.9,33.1,999999,999999,0.03,0.09,0.00,492,0
11,KSEA,01/11/2001,51.1,41.0,999999,999999,0.00,0.09,0.02,1037,4
12,KSEA,01/12/2001,46.9,41.0,999999,999999,0.00,0.07,0.00,583,1
13,KSEA,01/13/2001,44.1,37.0,999999,999999,0.00,0.05,0.00,515,0
14,KSEA,01/14/2001,39.9,37.0,999999,999999,0.07,0.05,0.00,483,0
15,KSEA,01/15/2001,41.0,37.0,999999,999999,0.00,0.05,0.00,531,0
16,KSEA,01/16/2001,42.1,27.0,999999,999999,0.00,0.06,0.00,958,3
17,KSEA,01/17/2001,39.0,30.0,999999,999999,0.00,0.05,0.00,713,1
18,KSEA,01/18/2001,39.9,28.0,999999,999999,0.08,0.05,0.00,558,0
19,KSEA,01/19/2001,43.0,39.0,999999,999999,0.16,0.05,0.00,695,1
20,KSEA,01/20/2001,48.0,37.0,999999,999999,0.04,0.08,0.00,967,3
21,KSEA,01/21/2001,48.0,37.0,999999,999999,0.22,0.09,0.00,543,0
22,KSEA,01/22/2001,45.0,37.9,999999,999999,0.55,0.05,0.00,553,0
23,KSEA,01/23/2001,53.1,34.0,999999,999999,0.00,0.10,0.01,1566,6
24,KSEA,01/24/2001,55.9,43.0,999999,999999,0.00,0.14,0.09,991,2
25,KSEA,01/25/2001,44.1,35.1,999999,999999,0.07,0.06,0.00,427,0
