#,id,date,max,min,max_st,min_st,pre,evap,pet,solar_rad,sunshine
1,KBOS,01/01/1948,35.0,30.0,999999,999999,0.00,999999,999999,999999,999999
2,KBOS,01/02/1948,35.0,30.0,999999,999999,0.65,999999,999999,999999,999999
3,KBOS,01/03/1948,38.0,30.0,999999,999999,0.01,999999,999999,999999,999999
4,KBOS,01/04/1948,35.0,30.0,999999,999999,0.00,999999,999999,999999,999999
5,KBOS,01/05/1948,34.0,28.0,999999,999999,0.07,999999,999999,999999,999999
6,KBOS,01/06/1948,33.0,27.0,999999,999999,0.10,999999,999999,999999,999999
7,KBOS,01/07/1948,30.0,26.0,999999,999999,0.20,999999,999999,999999,999999
8,KBOS,01/08/1948,32.0,23.0,999999,999999,0.00,999999,999999,999999,999999
9,KBOS,01/09/1948,45.0,25.0,999999,999999,0.07,999999,999999,999999,999999
10,KBOS,01/10/1948,29.0,4.0,999999,999999,0.00,999999,999999,999999,999999
