size,dimension,volume,description,category,update_frequency,price_mode,coverage,run
1.2495559507434847e-05,0.7028078955275308,0.004669304526721456,0.9182660620070152,0.10474840845739192,0.12806422684493893,0.0,0.019646855664638772,RandomForest_fold_1_all
1.1735160939562662e-06,1.0745271414386528,0.003558114444411626,0.992941855851714,0.04090696183345064,0.05268315371374852,0.0,0.010723897553227781,RandomForest_fold_2_all
9.237735629415058e-07,0.8324190757480711,0.0024704882262522963,0.900347816128612,0.10104517428463909,0.041736562215419354,0.0,0.02584424870432058,RandomForest_fold_3_all
2.3623319396381243e-06,0.7669737220795646,0.002543592729796599,1.0221946348494546,0.10628611251315427,0.039795394594306824,0.0,0.01539436271355229,RandomForest_fold_4_all
2.723143993871645e-05,0.5723715614652307,0.006532120858286447,1.1280963060948455,0.09208679156853188,0.05730400718948804,0.0,0.024724234253029886,RandomForest_fold_5_all
0.0,0.40178329212672087,0.005243780838605017,1.3701192615136684,0.13089435440142405,0.11289882192041202,0.0,0.03809335628895672,GradientBoosting_fold_1_all
0.000338868971709162,0.4956877376553277,0.0065514992956561035,1.2039256588380862,0.09947608835340943,0.12922650752975312,0.0,0.023465716406338613,GradientBoosting_fold_2_all
0.0020495694352407013,0.48808254407814006,0.012960761624651497,1.2116266685399177,0.11734884630551622,0.06652142442095677,0.0,0.030613354015054647,GradientBoosting_fold_3_all
0.0003914496628381312,0.4784748709787056,0.015184530374803579,1.3202606598311777,0.12528105182490956,0.06368132963496144,0.0,0.017643931364249434,GradientBoosting_fold_4_all
0.002537282569194213,0.3455619401250222,0.015729018193424562,1.5062055033095365,0.1215215696115751,0.10088380439418485,0.0,0.03485700583921803,GradientBoosting_fold_5_all
0.0011995272014055445,0.4928957885979352,0.1387677012965976,1.3626495181919414,0.13971677160462662,0.13162538947122696,0.0,0.07341520295485635,XGBoost_fold_1_all
0.0009928163151351874,0.7163667507869165,0.10345599586639288,1.265898285434417,0.0792357503182905,0.16657434140338104,0.0,0.03799936190237569,XGBoost_fold_2_all
0.00045203196282062887,0.5722189024941712,0.15205270901213694,1.2435844448149602,0.09620775141534263,0.0817362045013057,0.0,0.02157725877430628,XGBoost_fold_3_all
0.00067645589865735,0.6330002113658836,0.13157512533586804,1.3856428078764722,0.13724078242225202,0.09481501575616348,0.0,0.009916487765981329,XGBoost_fold_4_all
0.0019039103379123116,0.51508351585813,0.16678431994251952,1.5426088899606836,0.11280089981099754,0.06802612619992414,0.0,0.0637322119020471,XGBoost_fold_5_all
